Step	R^2
812	12002.8
813	12000.4
814	12116.4
815	12270
816	12253.2
817	12323.6
818	12306.8
819	12275.6
820	12331.2
821	12409.2
822	12442.4
823	12502.8
824	12620.4
825	12634.8
826	12710
827	12722.8
828	12746.8
829	12698.8
830	12674.4
831	12717.2
832	12727.6
833	12658.8
834	12612.8
835	12618
836	12701.2
837	12767.6
838	12804.4
839	12855.6
840	12904.8
841	12886.8
842	12911.6
843	12823.6
844	12890
845	13059.6
846	13129.6
847	13221.2
848	13274.4
849	13246.8
850	13158
851	13232.4
852	13256
853	13352.4
854	13363.6
855	13498
856	13464.4
857	13491.6
858	13482
859	13607.6
860	13659.6
861	13603.6
862	13606.4
863	13563.6
864	13634.4
865	13697.2
866	13716.8
867	13786.8
868	13960
869	14014.8
870	14109.2
871	14117.2
872	14215.2
873	14332.4
874	14446.4
875	14444.4
876	14501.2
877	14512.4
878	14524
879	14478
880	14492.4
881	14541.2
882	14621.2
883	14677.2
884	14744
885	14774.8
886	14828.4
887	14856.4
888	14950.4
889	14984.4
890	15082.4
891	15239.6
892	15227.6
893	15273.2
894	15214.8
895	15367.6
896	15314.4
897	15290
898	15352.4
899	15264.4
900	15445.2
901	15450
902	15650.4
903	15818
904	16000.8
905	15959.6
906	15969.2
907	16033.2
908	16246.8
909	16302.8
910	16370
911	16490.8
912	16469.2
913	16458
914	16312.4
915	16406.8
916	16553.2
917	16409.2
918	16472
919	16506
920	16526.4
921	16441.2
922	16555.2
923	16550
924	16466
925	16555.6
926	16568.8
927	16570
928	16566
929	16539.6
930	16560.8
931	16620.4
932	16602.4
933	16445.2
934	16372.4
935	16388.4
936	16390.8
937	16500.4
938	16382
939	16418
940	16542
941	16542
942	16414
943	16486
944	16434
945	16381.2
946	16430.4
947	16365.2
948	16432.4
949	16644.4
950	16649.6
951	16846.8
952	16879.2
953	16974
954	17000
955	17054.8
956	17108.8
957	17126.8
958	16984
959	17088.4
960	17136
961	17198
962	17314
963	17482.8
964	17471.2
965	17413.2
966	17508
967	17618
968	17804
969	17690.8
970	17694.8
971	17549.2
972	17516.4
973	17586
974	17546.4
975	17835.6
976	17810.8
977	17755.6
978	17825.2
979	17794
980	17954.4
981	18082.8
982	18144.4
983	18226
984	18258
985	18405.2
986	18407.6
987	18492.4
988	18542.8
989	18539.6
990	18641.6
991	18610
992	18770.8
993	18758
994	18975.6
995	18961.2
996	19038
997	19183.6
998	19242.4
999	19313.2
1000	19326.8
