Step	R^2
778	10369.7
779	10400.7
780	10455.3
781	10471.3
782	10496.1
783	10522.3
784	10547.6
785	10572.2
786	10585.9
787	10610.2
788	10606
789	10652.9
790	10668.5
791	10682.5
792	10721.6
793	10705.4
794	10746.7
795	10766.3
796	10774.4
797	10792
798	10815.1
799	10844.3
800	10846.4
801	10851.5
802	10862
803	10908
804	10928
805	10947.9
806	10934.3
807	10968.9
808	10965.8
809	10969.8
810	10977
811	11021.1
812	11037.8
813	11077.1
814	11115
815	11176.8
816	11195.2
817	11199.8
818	11227.5
819	11217.1
820	11241.9
821	11270
822	11281.9
823	11290.9
824	11305.3
825	11342.2
826	11393.8
827	11410.6
828	11399.6
829	11418.8
830	11439.9
831	11430.8
832	11441.1
833	11459.7
834	11511
835	11505.7
836	11540.1
837	11592.6
838	11638.6
839	11680.8
840	11711.8
841	11748.6
842	11787.2
843	11809
844	11836.2
845	11885.2
846	11932.2
847	11969.9
848	11992.8
849	12005
850	12010
851	12042.3
852	12100.2
853	12135.5
854	12177.1
855	12211
856	12225.6
857	12241.4
858	12216.6
859	12234.9
860	12261.6
861	12258.3
862	12313.2
863	12329.5
864	12380.3
865	12371.4
866	12406.8
867	12465.7
868	12508
869	12541.5
870	12574.8
871	12581.4
872	12599.3
873	12650
874	12698
875	12745.8
876	12770.5
877	12762.2
878	12774
879	12821
880	12841.2
881	12843.8
882	12840.1
883	12858.4
884	12890.7
885	12928.8
886	12949.6
887	12997.5
888	13047.4
889	13074
890	13086.8
891	13138.7
892	13162.8
893	13172.3
894	13175.6
895	13209.8
896	13257.6
897	13292.9
898	13309.2
899	13311.5
900	13365.8
901	13385.3
902	13441.1
903	13477.2
904	13532.9
905	13545.3
906	13564.1
907	13545.7
908	13576.3
909	13607.1
910	13648.2
911	13697
912	13705.3
913	13746.1
914	13718.8
915	13786.8
916	13798.5
917	13820.7
918	13875.1
919	13926.6
920	13952.8
921	13955.8
922	13959.9
923	13983.8
924	14022.8
925	14044.8
926	14081.9
927	14064.7
928	14059.1
929	14085.7
930	14091.4
931	14097.8
932	14123.7
933	14118.4
934	14115.3
935	14116.4
936	14157.4
937	14187.7
938	14223.2
939	14263.9
940	14285.6
941	14320.6
942	14304.8
943	14382.4
944	14405.4
945	14444.6
946	14466.4
947	14491
948	14509.9
949	14586.5
950	14635.1
951	14679.5
952	14716.8
953	14757.8
954	14755.5
955	14807.7
956	14860.6
957	14855.7
958	14875.6
959	14930.5
960	14943.8
961	15012.2
962	15022.2
963	15037.2
964	15025.4
965	15026.9
966	15044.4
967	15039.2
968	15115.4
969	15124.8
970	15185.8
971	15201
972	15232
973	15266.2
974	15288.2
975	15318.4
976	15320.2
977	15345.6
978	15377.7
979	15452.1
980	15470
981	15498.4
982	15548.2
983	15585.8
984	15631
985	15696.6
986	15751.4
987	15751.8
988	15834.7
989	15868.3
990	15923.3
991	15927.8
992	15940.2
993	15998.8
994	16081.2
995	16090.5
996	16139.8
997	16158.2
998	16223.9
999	16311.4
1000	16302.8
