Euler Method

Time (s)	Angle (deg)		Velocity		Energy
6.850000	-3.592849		-0.118621		0.013160
6.860000	-3.660814		-0.112470		0.013173
6.870000	-3.725255		-0.106202		0.013186
6.880000	-3.786104		-0.099824		0.013199
6.890000	-3.843299		-0.093341		0.013211
6.900000	-3.896779		-0.086761		0.013224
6.910000	-3.946489		-0.080089		0.013237
6.920000	-3.992377		-0.073332		0.013250
6.930000	-4.034393		-0.066496		0.013263
6.940000	-4.072493		-0.059589		0.013276
6.950000	-4.106634		-0.052616		0.013289
6.960000	-4.136781		-0.045585		0.013302
6.970000	-4.162899		-0.038502		0.013316
6.980000	-4.184959		-0.031374		0.013329
6.990000	-4.202935		-0.024209		0.013342
7.000000	-4.216806		-0.017013		0.013355
7.010000	-4.226553		-0.009793		0.013368
7.020000	-4.232164		-0.002556		0.013381
7.030000	-4.233629		0.004690		0.013394
7.040000	-4.230942		0.011939		0.013407
7.050000	-4.224101		0.019183		0.013420
7.060000	-4.213110		0.026415		0.013434
7.070000	-4.197976		0.033629		0.013447
7.080000	-4.178708		0.040816		0.013460
7.090000	-4.155322		0.047971		0.013473
7.100000	-4.127837		0.055086		0.013486
7.110000	-4.096275		0.062153		0.013500
7.120000	-4.060664		0.069167		0.013513
7.130000	-4.021034		0.076119		0.013526
7.140000	-3.977421		0.083004		0.013539
7.150000	-3.929864		0.089814		0.013553
7.160000	-3.878404		0.096542		0.013566
7.170000	-3.823089		0.103183		0.013579
7.180000	-3.763970		0.109729		0.013593
7.190000	-3.701100		0.116173		0.013606
7.200000	-3.634538		0.122510		0.013619
7.210000	-3.564345		0.128733		0.013633
7.220000	-3.490586		0.134836		0.013646
7.230000	-3.413331		0.140812		0.013659
7.240000	-3.332651		0.146656		0.013673
7.250000	-3.248623		0.152363		0.013686
7.260000	-3.161326		0.157925		0.013700
7.270000	-3.070842		0.163337		0.013713
7.280000	-2.977256		0.168595		0.013727
7.290000	-2.880658		0.173693		0.013740
7.300000	-2.781140		0.178625		0.013753
7.310000	-2.678795		0.183387		0.013767
7.320000	-2.573722		0.187973		0.013780
7.330000	-2.466021		0.192380		0.013794
7.340000	-2.355796		0.196602		0.013808
7.350000	-2.243151		0.200636		0.013821
7.360000	-2.128195		0.204476		0.013835
7.370000	-2.011039		0.208120		0.013848
7.380000	-1.891795		0.211563		0.013862
7.390000	-1.770578		0.214802		0.013875
7.400000	-1.647505		0.217834		0.013889
7.410000	-1.522696		0.220655		0.013903
7.420000	-1.396270		0.223262		0.013916
7.430000	-1.268350		0.225653		0.013930
7.440000	-1.139061		0.227824		0.013944
7.450000	-1.008527		0.229774		0.013957
7.460000	-0.876876		0.231501		0.013971
7.470000	-0.744235		0.233003		0.013985
7.480000	-0.610735		0.234277		0.013998
7.490000	-0.476504		0.235323		0.014012
7.500000	-0.341674		0.236138		0.014026
7.510000	-0.206377		0.236723		0.014040
7.520000	-0.070744		0.237077		0.014053
7.530000	0.065091		0.237198		0.014067
7.540000	0.200995		0.237086		0.014081
7.550000	0.336836		0.236742		0.014095
7.560000	0.472479		0.236166		0.014109
7.570000	0.607792		0.235357		0.014122
7.580000	0.742641		0.234316		0.014136
7.590000	0.876894		0.233044		0.014150
7.600000	1.010419		0.231543		0.014164
7.610000	1.143083		0.229813		0.014178
7.620000	1.274757		0.227856		0.014192
7.630000	1.405308		0.225673		0.014206
7.640000	1.534610		0.223267		0.014220
7.650000	1.662532		0.220640		0.014234
7.660000	1.788949		0.217793		0.014248
7.670000	1.913736		0.214730		0.014262
7.680000	2.036767		0.211454		0.014276
7.690000	2.157921		0.207966		0.014290
7.700000	2.277077		0.204271		0.014304
7.710000	2.394116		0.200373		0.014318
7.720000	2.508921		0.196274		0.014332
7.730000	2.621377		0.191978		0.014346
7.740000	2.731373		0.187490		0.014360
7.750000	2.838796		0.182813		0.014374
7.760000	2.943541		0.177953		0.014388
7.770000	3.045500		0.172913		0.014402
7.780000	3.144572		0.167698		0.014416
7.790000	3.240656		0.162314		0.014430
7.800000	3.333655		0.156766		0.014445
7.810000	3.423475		0.151058		0.014459
7.820000	3.510025		0.145196		0.014473
7.830000	3.593217		0.139187		0.014487
7.840000	3.672965		0.133035		0.014501
7.850000	3.749188		0.126746		0.014516
7.860000	3.821808		0.120327		0.014530
7.870000	3.890750		0.113783		0.014544
7.880000	3.955943		0.107121		0.014558
7.890000	4.017319		0.100348		0.014573
7.900000	4.074814		0.093470		0.014587
7.910000	4.128368		0.086493		0.014601
7.920000	4.177925		0.079425		0.014616
7.930000	4.223432		0.072271		0.014630
7.940000	4.264840		0.065040		0.014644
7.950000	4.302106		0.057738		0.014659
7.960000	4.335187		0.050372		0.014673
7.970000	4.364048		0.042949		0.014687
7.980000	4.388656		0.035477		0.014702
7.990000	4.408983		0.027963		0.014716
8.000000	4.425005		0.020414		0.014731
8.010000	4.436702		0.012838		0.014745
8.020000	4.444057		0.005242		0.014760
8.030000	4.447060		-0.002367		0.014774
8.040000	4.445704		-0.009981		0.014789
8.050000	4.439985		-0.017593		0.014803
8.060000	4.429905		-0.025195		0.014818
8.070000	4.415469		-0.032780		0.014832
8.080000	4.396688		-0.040340		0.014847
8.090000	4.373575		-0.047868		0.014861
8.100000	4.346148		-0.055356		0.014876
8.110000	4.314432		-0.062797		0.014890
8.120000	4.278451		-0.070185		0.014905
8.130000	4.238238		-0.077510		0.014920
8.140000	4.193829		-0.084767		0.014934
8.150000	4.145261		-0.091947		0.014949
8.160000	4.092579		-0.099044		0.014964
8.170000	4.035831		-0.106052		0.014978
8.180000	3.975068		-0.112962		0.014993
8.190000	3.910345		-0.119768		0.015008
8.200000	3.841724		-0.126463		0.015022
8.210000	3.769266		-0.133040		0.015037
8.220000	3.693039		-0.139494		0.015052
8.230000	3.613115		-0.145817		0.015067
8.240000	3.529568		-0.152003		0.015082
8.250000	3.442476		-0.158047		0.015096
8.260000	3.351922		-0.163941		0.015111
8.270000	3.257991		-0.169680		0.015126
8.280000	3.160772		-0.175258		0.015141
8.290000	3.060356		-0.180670		0.015156
8.300000	2.956840		-0.185910		0.015171
8.310000	2.850322		-0.190972		0.015185
8.320000	2.740903		-0.195853		0.015200
8.330000	2.628687		-0.200545		0.015215
8.340000	2.513783		-0.205046		0.015230
8.350000	2.396301		-0.209350		0.015245
8.360000	2.276352		-0.213453		0.015260
8.370000	2.154052		-0.217351		0.015275
8.380000	2.029520		-0.221039		0.015290
8.390000	1.902874		-0.224514		0.015305
8.400000	1.774237		-0.227772		0.015320
8.410000	1.643734		-0.230809		0.015335
8.420000	1.511490		-0.233624		0.015350
8.430000	1.377633		-0.236212		0.015365
8.440000	1.242294		-0.238570		0.015380
8.450000	1.105603		-0.240697		0.015395
8.460000	0.967694		-0.242590		0.015410
8.470000	0.828700		-0.244247		0.015426
8.480000	0.688756		-0.245666		0.015441
8.490000	0.548000		-0.246845		0.015456
8.500000	0.406568		-0.247784		0.015471
8.510000	0.264598		-0.248480		0.015486
8.520000	0.122230		-0.248933		0.015501
8.530000	-0.020398		-0.249142		0.015517
8.540000	-0.163146		-0.249107		0.015532
8.550000	-0.305874		-0.248828		0.015547
8.560000	-0.448441		-0.248304		0.015562
8.570000	-0.590709		-0.247536		0.015578
8.580000	-0.732537		-0.246525		0.015593
8.590000	-0.873785		-0.245271		0.015608
8.600000	-1.014315		-0.243775		0.015623
8.610000	-1.153988		-0.242038		0.015639
8.620000	-1.292665		-0.240062		0.015654
8.630000	-1.430211		-0.237849		0.015669
8.640000	-1.566488		-0.235400		0.015685
8.650000	-1.701362		-0.232718		0.015700
8.660000	-1.834700		-0.229805		0.015716
8.670000	-1.966368		-0.226664		0.015731
8.680000	-2.096237		-0.223297		0.015747
8.690000	-2.224177		-0.219708		0.015762
8.700000	-2.350060		-0.215900		0.015777
8.710000	-2.473761		-0.211876		0.015793
8.720000	-2.595157		-0.207640		0.015808
8.730000	-2.714126		-0.203197		0.015824
8.740000	-2.830550		-0.198550		0.015839
8.750000	-2.944311		-0.193704		0.015855
8.760000	-3.055295		-0.188662		0.015871
8.770000	-3.163390		-0.183431		0.015886
8.780000	-3.268489		-0.178015		0.015902
8.790000	-3.370484		-0.172419		0.015917
8.800000	-3.469272		-0.166648		0.015933
8.810000	-3.564755		-0.160708		0.015949
8.820000	-3.656834		-0.154605		0.015964
8.830000	-3.745416		-0.148343		0.015980
8.840000	-3.830410		-0.141931		0.015996
8.850000	-3.911730		-0.135372		0.016011
8.860000	-3.989293		-0.128675		0.016027
8.870000	-4.063018		-0.121845		0.016043
8.880000	-4.132830		-0.114888		0.016058
8.890000	-4.198656		-0.107812		0.016074
8.900000	-4.260428		-0.100623		0.016090
8.910000	-4.318080		-0.093328		0.016106
8.920000	-4.371554		-0.085935		0.016121
8.930000	-4.420791		-0.078450		0.016137
8.940000	-4.465740		-0.070881		0.016153
8.950000	-4.506352		-0.063235		0.016169
8.960000	-4.542583		-0.055519		0.016185
8.970000	-4.574393		-0.047742		0.016201
8.980000	-4.601747		-0.039910		0.016217
8.990000	-4.624614		-0.032031		0.016233
9.000000	-4.642966		-0.024113		0.016248
9.010000	-4.656781		-0.016163		0.016264
9.020000	-4.666042		-0.008190		0.016280
9.030000	-4.670735		-0.000201		0.016296
9.040000	-4.670850		0.007796		0.016312
9.050000	-4.666383		0.015794		0.016328
9.060000	-4.657334		0.023783		0.016344
9.070000	-4.643707		0.031757		0.016360
9.080000	-4.625511		0.039708		0.016376
9.090000	-4.602760		0.047628		0.016393
9.100000	-4.575472		0.055508		0.016409
9.110000	-4.543668		0.063342		0.016425
9.120000	-4.507375		0.071122		0.016441
9.130000	-4.466625		0.078839		0.016457
9.140000	-4.421454		0.086487		0.016473
9.150000	-4.371900		0.094057		0.016489
9.160000	-4.318009		0.101543		0.016505
9.170000	-4.259830		0.108936		0.016522
9.180000	-4.197414		0.116229		0.016538
9.190000	-4.130820		0.123416		0.016554
9.200000	-4.060107		0.130489		0.016570
9.210000	-3.985343		0.137440		0.016587
9.220000	-3.906596		0.144264		0.016603
9.230000	-3.823938		0.150953		0.016619
9.240000	-3.737449		0.157500		0.016635
9.250000	-3.647208		0.163899		0.016652
9.260000	-3.553301		0.170144		0.016668
9.270000	-3.455816		0.176227		0.016684
9.280000	-3.354845		0.182144		0.016701
9.290000	-3.250484		0.187888		0.016717
9.300000	-3.142832		0.193454		0.016734
9.310000	-3.031991		0.198835		0.016750
9.320000	-2.918067		0.204026		0.016766
9.330000	-2.801169		0.209022		0.016783
9.340000	-2.681408		0.213818		0.016799
9.350000	-2.558899		0.218409		0.016816
9.360000	-2.433759		0.222791		0.016832
9.370000	-2.306110		0.226958		0.016849
9.380000	-2.176072		0.230906		0.016865
9.390000	-2.043773		0.234632		0.016882
9.400000	-1.909339		0.238131		0.016898
9.410000	-1.772900		0.241400		0.016915
9.420000	-1.634587		0.244436		0.016932
9.430000	-1.494536		0.247235		0.016948
9.440000	-1.352881		0.249793		0.016965
9.450000	-1.209760		0.252110		0.016982
9.460000	-1.065312		0.254181		0.016998
9.470000	-0.919676		0.256005		0.017015
9.480000	-0.772996		0.257580		0.017032
9.490000	-0.625414		0.258903		0.017048
9.500000	-0.477073		0.259974		0.017065
9.510000	-0.328119		0.260791		0.017082
9.520000	-0.178697		0.261353		0.017098
9.530000	-0.028953		0.261659		0.017115
9.540000	0.120966		0.261708		0.017132
9.550000	0.270914		0.261501		0.017149
9.560000	0.420743		0.261037		0.017166
9.570000	0.570307		0.260317		0.017183
9.580000	0.719457		0.259340		0.017199
9.590000	0.868048		0.258109		0.017216
9.600000	1.015934		0.256622		0.017233
9.610000	1.162967		0.254883		0.017250
9.620000	1.309005		0.252892		0.017267
9.630000	1.453901		0.250650		0.017284
9.640000	1.597513		0.248161		0.017301
9.650000	1.739699		0.245426		0.017318
9.660000	1.880318		0.242447		0.017335
9.670000	2.019230		0.239228		0.017352
9.680000	2.156297		0.235771		0.017369
9.690000	2.291384		0.232079		0.017386
9.700000	2.424355		0.228155		0.017403
9.710000	2.555078		0.224005		0.017420
9.720000	2.683423		0.219630		0.017437
9.730000	2.809262		0.215035		0.017454
9.740000	2.932468		0.210225		0.017471
9.750000	3.052919		0.205205		0.017489
9.760000	3.170492		0.199977		0.017506
9.770000	3.285071		0.194549		0.017523
9.780000	3.396539		0.188924		0.017540
9.790000	3.504785		0.183109		0.017557
9.800000	3.609698		0.177108		0.017574
9.810000	3.711174		0.170928		0.017592
9.820000	3.809108		0.164574		0.017609
9.830000	3.903402		0.158052		0.017626
9.840000	3.993959		0.151368		0.017644
9.850000	4.080687		0.144530		0.017661
9.860000	4.163496		0.137543		0.017678
9.870000	4.242303		0.130415		0.017696
9.880000	4.317025		0.123151		0.017713
9.890000	4.387586		0.115760		0.017730
9.900000	4.453911		0.108247		0.017748
9.910000	4.515932		0.100622		0.017765
9.920000	4.573584		0.092890		0.017783
9.930000	4.626806		0.085059		0.017800
9.940000	4.675541		0.077137		0.017817
9.950000	4.719737		0.069132		0.017835
9.960000	4.759347		0.061051		0.017852
9.970000	4.794326		0.052902		0.017870
9.980000	4.824637		0.044693		0.017887
9.990000	4.850244		0.036433		0.017905
10.000000	4.871118		0.028128		0.017923
