Euler-Cromer Method

Time (s)	Angle (deg)		Velocity		Energy
9.850000	2.561177		0.087617		0.006910
9.860000	2.608866		0.083232		0.006904
9.870000	2.653995		0.078765		0.006898
9.880000	2.696520		0.074221		0.006891
9.890000	2.736401		0.069604		0.006883
9.900000	2.773597		0.064919		0.006874
9.910000	2.808071		0.060170		0.006865
9.920000	2.839792		0.055362		0.006855
9.930000	2.868726		0.050500		0.006845
9.940000	2.894846		0.045588		0.006834
9.950000	2.918127		0.040632		0.006823
9.960000	2.938544		0.035636		0.006811
9.970000	2.956079		0.030604		0.006799
9.980000	2.970714		0.025543		0.006787
9.990000	2.982435		0.020457		0.006774
10.000000	2.991230		0.015350		0.006761
