Problem 2.3

Time (s)	Velocity With Air Drag
15.57		12.3679
15.58		12.3685
15.59		12.3692
15.6		12.3698
15.61		12.3704
15.62		12.3711
15.63		12.3717
15.64		12.3723
15.65		12.373
15.66		12.3736
15.67		12.3742
15.68		12.3748
15.69		12.3755
15.7		12.3761
15.71		12.3767
15.72		12.3773
15.73		12.378
15.74		12.3786
15.75		12.3792
15.76		12.3798
15.77		12.3804
15.78		12.3811
15.79		12.3817
15.8		12.3823
15.81		12.3829
15.82		12.3835
15.83		12.3842
15.84		12.3848
15.85		12.3854
15.86		12.386
15.87		12.3866
15.88		12.3872
15.89		12.3878
15.9		12.3885
15.91		12.3891
15.92		12.3897
15.93		12.3903
15.94		12.3909
15.95		12.3915
15.96		12.3921
15.97		12.3927
15.98		12.3933
15.99		12.394
16		12.3946
16.01		12.3952
16.02		12.3958
16.03		12.3964
16.04		12.397
16.05		12.3976
16.06		12.3982
16.07		12.3988
16.08		12.3994
16.09		12.4
16.1		12.4006
16.11		12.4012
16.12		12.4018
16.13		12.4024
16.14		12.403
16.15		12.4036
16.16		12.4042
16.17		12.4048
16.18		12.4054
16.19		12.406
16.2		12.4066
16.21		12.4072
16.22		12.4078
16.23		12.4084
16.24		12.4089
16.25		12.4095
16.26		12.4101
16.27		12.4107
16.28		12.4113
16.29		12.4119
16.3		12.4125
16.31		12.4131
16.32		12.4137
16.33		12.4143
16.34		12.4148
16.35		12.4154
16.36		12.416
16.37		12.4166
16.38		12.4172
16.39		12.4178
16.4		12.4184
16.41		12.4189
16.42		12.4195
16.43		12.4201
16.44		12.4207
16.45		12.4213
16.46		12.4218
16.47		12.4224
16.48		12.423
16.49		12.4236
16.5		12.4242
16.51		12.4247
16.52		12.4253
16.53		12.4259
16.54		12.4265
16.55		12.427
16.56		12.4276
16.57		12.4282
16.58		12.4288
16.59		12.4293
16.6		12.4299
16.61		12.4305
16.62		12.431
16.63		12.4316
16.64		12.4322
16.65		12.4328
16.66		12.4333
16.67		12.4339
16.68		12.4345
16.69		12.435
16.7		12.4356
16.71		12.4362
16.72		12.4367
16.73		12.4373
16.74		12.4379
16.75		12.4384
16.76		12.439
16.77		12.4395
16.78		12.4401
16.79		12.4407
16.8		12.4412
16.81		12.4418
16.82		12.4423
16.83		12.4429
16.84		12.4435
16.85		12.444
16.86		12.4446
16.87		12.4451
16.88		12.4457
16.89		12.4462
16.9		12.4468
16.91		12.4474
16.92		12.4479
16.93		12.4485
16.94		12.449
16.95		12.4496
16.96		12.4501
16.97		12.4507
16.98		12.4512
16.99		12.4518
17		12.4523
17.01		12.4529
17.02		12.4534
17.03		12.454
17.04		12.4545
17.05		12.4551
17.06		12.4556
17.07		12.4562
17.08		12.4567
17.09		12.4573
17.1		12.4578
17.11		12.4583
17.12		12.4589
17.13		12.4594
17.14		12.46
17.15		12.4605
17.16		12.4611
17.17		12.4616
17.18		12.4621
17.19		12.4627
17.2		12.4632
17.21		12.4637
17.22		12.4643
17.23		12.4648
17.24		12.4654
17.25		12.4659
17.26		12.4664
17.27		12.467
17.28		12.4675
17.29		12.468
17.3		12.4686
17.31		12.4691
17.32		12.4696
17.33		12.4702
17.34		12.4707
17.35		12.4712
17.36		12.4718
17.37		12.4723
17.38		12.4728
17.39		12.4734
17.4		12.4739
17.41		12.4744
17.42		12.4749
17.43		12.4755
17.44		12.476
17.45		12.4765
17.46		12.477
17.47		12.4776
17.48		12.4781
17.49		12.4786
17.5		12.4791
17.51		12.4797
17.52		12.4802
17.53		12.4807
17.54		12.4812
17.55		12.4817
17.56		12.4823
17.57		12.4828
17.58		12.4833
17.59		12.4838
17.6		12.4843
17.61		12.4849
17.62		12.4854
17.63		12.4859
17.64		12.4864
17.65		12.4869
17.66		12.4874
17.67		12.488
17.68		12.4885
17.69		12.489
17.7		12.4895
17.71		12.49
17.72		12.4905
17.73		12.491
17.74		12.4915
17.75		12.4921
17.76		12.4926
17.77		12.4931
17.78		12.4936
17.79		12.4941
17.8		12.4946
17.81		12.4951
17.82		12.4956
17.83		12.4961
17.84		12.4966
17.85		12.4971
17.86		12.4976
17.87		12.4981
17.88		12.4986
17.89		12.4992
17.9		12.4997
17.91		12.5002
17.92		12.5007
17.93		12.5012
17.94		12.5017
17.95		12.5022
17.96		12.5027
17.97		12.5032
17.98		12.5037
17.99		12.5042
18		12.5047
18.01		12.5052
18.02		12.5057
18.03		12.5061
18.04		12.5066
18.05		12.5071
18.06		12.5076
18.07		12.5081
18.08		12.5086
18.09		12.5091
18.1		12.5096
18.11		12.5101
18.12		12.5106
18.13		12.5111
18.14		12.5116
18.15		12.5121
18.16		12.5126
18.17		12.5131
18.18		12.5135
18.19		12.514
18.2		12.5145
18.21		12.515
18.22		12.5155
18.23		12.516
18.24		12.5165
18.25		12.517
18.26		12.5174
18.27		12.5179
18.28		12.5184
18.29		12.5189
18.3		12.5194
18.31		12.5199
18.32		12.5203
18.33		12.5208
18.34		12.5213
18.35		12.5218
18.36		12.5223
18.37		12.5227
18.38		12.5232
18.39		12.5237
18.4		12.5242
18.41		12.5247
18.42		12.5251
18.43		12.5256
18.44		12.5261
18.45		12.5266
18.46		12.527
18.47		12.5275
18.48		12.528
18.49		12.5285
18.5		12.5289
18.51		12.5294
18.52		12.5299
18.53		12.5304
18.54		12.5308
18.55		12.5313
18.56		12.5318
18.57		12.5323
18.58		12.5327
18.59		12.5332
18.6		12.5337
18.61		12.5341
18.62		12.5346
18.63		12.5351
18.64		12.5355
18.65		12.536
18.66		12.5365
18.67		12.5369
18.68		12.5374
18.69		12.5379
18.7		12.5383
18.71		12.5388
18.72		12.5393
18.73		12.5397
18.74		12.5402
18.75		12.5406
18.76		12.5411
18.77		12.5416
18.78		12.542
18.79		12.5425
18.8		12.543
18.81		12.5434
18.82		12.5439
18.83		12.5443
18.84		12.5448
18.85		12.5452
18.86		12.5457
18.87		12.5462
18.88		12.5466
18.89		12.5471
18.9		12.5475
18.91		12.548
18.92		12.5484
18.93		12.5489
18.94		12.5494
18.95		12.5498
18.96		12.5503
18.97		12.5507
18.98		12.5512
18.99		12.5516
19		12.5521
19.01		12.5525
19.02		12.553
19.03		12.5534
19.04		12.5539
19.05		12.5543
19.06		12.5548
19.07		12.5552
19.08		12.5557
19.09		12.5561
19.1		12.5566
19.11		12.557
19.12		12.5574
19.13		12.5579
19.14		12.5583
19.15		12.5588
19.16		12.5592
19.17		12.5597
19.18		12.5601
19.19		12.5606
19.2		12.561
19.21		12.5614
19.22		12.5619
19.23		12.5623
19.24		12.5628
19.25		12.5632
19.26		12.5636
19.27		12.5641
19.28		12.5645
19.29		12.565
19.3		12.5654
19.31		12.5658
19.32		12.5663
19.33		12.5667
19.34		12.5671
19.35		12.5676
19.36		12.568
19.37		12.5685
19.38		12.5689
19.39		12.5693
19.4		12.5698
19.41		12.5702
19.42		12.5706
19.43		12.5711
19.44		12.5715
19.45		12.5719
19.46		12.5723
19.47		12.5728
19.48		12.5732
19.49		12.5736
19.5		12.5741
19.51		12.5745
19.52		12.5749
19.53		12.5754
19.54		12.5758
19.55		12.5762
19.56		12.5766
19.57		12.5771
19.58		12.5775
19.59		12.5779
19.6		12.5783
19.61		12.5788
19.62		12.5792
19.63		12.5796
19.64		12.58
19.65		12.5805
19.66		12.5809
19.67		12.5813
19.68		12.5817
19.69		12.5822
19.7		12.5826
19.71		12.583
19.72		12.5834
19.73		12.5838
19.74		12.5843
19.75		12.5847
19.76		12.5851
19.77		12.5855
19.78		12.5859
19.79		12.5863
19.8		12.5868
19.81		12.5872
19.82		12.5876
19.83		12.588
19.84		12.5884
19.85		12.5888
19.86		12.5893
19.87		12.5897
19.88		12.5901
19.89		12.5905
19.9		12.5909
19.91		12.5913
19.92		12.5917
19.93		12.5921
19.94		12.5926
19.95		12.593
19.96		12.5934
19.97		12.5938
19.98		12.5942
19.99		12.5946
20		12.595
20.01		12.5954
20.02		12.5958
20.03		12.5962
20.04		12.5966
20.05		12.5971
20.06		12.5975
20.07		12.5979
20.08		12.5983
20.09		12.5987
20.1		12.5991
20.11		12.5995
20.12		12.5999
20.13		12.6003
20.14		12.6007
20.15		12.6011
20.16		12.6015
20.17		12.6019
20.18		12.6023
20.19		12.6027
20.2		12.6031
20.21		12.6035
20.22		12.6039
20.23		12.6043
20.24		12.6047
20.25		12.6051
20.26		12.6055
20.27		12.6059
20.28		12.6063
20.29		12.6067
20.3		12.6071
20.31		12.6075
20.32		12.6079
20.33		12.6083
20.34		12.6087
20.35		12.6091
20.36		12.6095
20.37		12.6099
20.38		12.6103
20.39		12.6106
20.4		12.611
20.41		12.6114
20.42		12.6118
20.43		12.6122
20.44		12.6126
20.45		12.613
20.46		12.6134
20.47		12.6138
20.48		12.6142
20.49		12.6146
20.5		12.6149
20.51		12.6153
20.52		12.6157
20.53		12.6161
20.54		12.6165
20.55		12.6169
20.56		12.6173
20.57		12.6177
20.58		12.618
20.59		12.6184
20.6		12.6188
20.61		12.6192
20.62		12.6196
20.63		12.62
20.64		12.6204
20.65		12.6207
20.66		12.6211
20.67		12.6215
20.68		12.6219
20.69		12.6223
20.7		12.6227
20.71		12.623
20.72		12.6234
20.73		12.6238
20.74		12.6242
20.75		12.6246
20.76		12.6249
20.77		12.6253
20.78		12.6257
20.79		12.6261
20.8		12.6264
20.81		12.6268
20.82		12.6272
20.83		12.6276
20.84		12.628
20.85		12.6283
20.86		12.6287
20.87		12.6291
20.88		12.6295
20.89		12.6298
20.9		12.6302
20.91		12.6306
20.92		12.6309
20.93		12.6313
20.94		12.6317
20.95		12.6321
20.96		12.6324
20.97		12.6328
20.98		12.6332
20.99		12.6336
21		12.6339
21.01		12.6343
21.02		12.6347
21.03		12.635
21.04		12.6354
21.05		12.6358
21.06		12.6361
21.07		12.6365
21.08		12.6369
21.09		12.6372
21.1		12.6376
21.11		12.638
21.12		12.6383
21.13		12.6387
21.14		12.6391
21.15		12.6394
21.16		12.6398
21.17		12.6402
21.18		12.6405
21.19		12.6409
21.2		12.6413
21.21		12.6416
21.22		12.642
21.23		12.6423
21.24		12.6427
21.25		12.6431
21.26		12.6434
21.27		12.6438
21.28		12.6441
21.29		12.6445
21.3		12.6449
21.31		12.6452
21.32		12.6456
21.33		12.6459
21.34		12.6463
21.35		12.6467
21.36		12.647
21.37		12.6474
21.38		12.6477
21.39		12.6481
21.4		12.6484
21.41		12.6488
21.42		12.6492
21.43		12.6495
21.44		12.6499
21.45		12.6502
21.46		12.6506
21.47		12.6509
21.48		12.6513
21.49		12.6516
21.5		12.652
21.51		12.6523
21.52		12.6527
21.53		12.653
21.54		12.6534
21.55		12.6537
21.56		12.6541
21.57		12.6544
21.58		12.6548
21.59		12.6551
21.6		12.6555
21.61		12.6558
21.62		12.6562
21.63		12.6565
21.64		12.6569
21.65		12.6572
21.66		12.6576
21.67		12.6579
21.68		12.6583
21.69		12.6586
21.7		12.659
21.71		12.6593
21.72		12.6597
21.73		12.66
21.74		12.6603
21.75		12.6607
21.76		12.661
21.77		12.6614
21.78		12.6617
21.79		12.6621
21.8		12.6624
21.81		12.6627
21.82		12.6631
21.83		12.6634
21.84		12.6638
21.85		12.6641
21.86		12.6644
21.87		12.6648
21.88		12.6651
21.89		12.6655
21.9		12.6658
21.91		12.6661
21.92		12.6665
21.93		12.6668
21.94		12.6672
21.95		12.6675
21.96		12.6678
21.97		12.6682
21.98		12.6685
21.99		12.6688
22		12.6692
22.01		12.6695
22.02		12.6698
22.03		12.6702
22.04		12.6705
22.05		12.6708
22.06		12.6712
22.07		12.6715
22.08		12.6718
22.09		12.6722
22.1		12.6725
22.11		12.6728
22.12		12.6732
22.13		12.6735
22.14		12.6738
22.15		12.6742
22.16		12.6745
22.17		12.6748
22.18		12.6752
22.19		12.6755
22.2		12.6758
22.21		12.6761
22.22		12.6765
22.23		12.6768
22.24		12.6771
22.25		12.6775
22.26		12.6778
22.27		12.6781
22.28		12.6784
22.29		12.6788
22.3		12.6791
22.31		12.6794
22.32		12.6797
22.33		12.6801
22.34		12.6804
22.35		12.6807
22.36		12.681
22.37		12.6814
22.38		12.6817
22.39		12.682
22.4		12.6823
22.41		12.6827
22.42		12.683
22.43		12.6833
22.44		12.6836
22.45		12.6839
22.46		12.6843
22.47		12.6846
22.48		12.6849
22.49		12.6852
22.5		12.6855
22.51		12.6859
22.52		12.6862
22.53		12.6865
22.54		12.6868
22.55		12.6871
22.56		12.6874
22.57		12.6878
22.58		12.6881
22.59		12.6884
22.6		12.6887
22.61		12.689
22.62		12.6893
22.63		12.6897
22.64		12.69
22.65		12.6903
22.66		12.6906
22.67		12.6909
22.68		12.6912
22.69		12.6915
22.7		12.6919
22.71		12.6922
22.72		12.6925
22.73		12.6928
22.74		12.6931
22.75		12.6934
22.76		12.6937
22.77		12.694
22.78		12.6944
22.79		12.6947
22.8		12.695
22.81		12.6953
22.82		12.6956
22.83		12.6959
22.84		12.6962
22.85		12.6965
22.86		12.6968
22.87		12.6971
22.88		12.6974
22.89		12.6978
22.9		12.6981
22.91		12.6984
22.92		12.6987
22.93		12.699
22.94		12.6993
22.95		12.6996
22.96		12.6999
22.97		12.7002
22.98		12.7005
22.99		12.7008
23		12.7011
23.01		12.7014
23.02		12.7017
23.03		12.702
23.04		12.7023
23.05		12.7026
23.06		12.7029
23.07		12.7032
23.08		12.7035
23.09		12.7038
23.1		12.7041
23.11		12.7044
23.12		12.7047
23.13		12.705
23.14		12.7053
23.15		12.7056
23.16		12.7059
23.17		12.7062
23.18		12.7065
23.19		12.7068
23.2		12.7071
23.21		12.7074
23.22		12.7077
23.23		12.708
23.24		12.7083
23.25		12.7086
23.26		12.7089
23.27		12.7092
23.28		12.7095
23.29		12.7098
23.3		12.7101
23.31		12.7104
23.32		12.7107
23.33		12.711
23.34		12.7113
23.35		12.7116
23.36		12.7119
23.37		12.7122
23.38		12.7124
23.39		12.7127
23.4		12.713
23.41		12.7133
23.42		12.7136
23.43		12.7139
23.44		12.7142
23.45		12.7145
23.46		12.7148
23.47		12.7151
23.48		12.7154
23.49		12.7156
23.5		12.7159
23.51		12.7162
23.52		12.7165
23.53		12.7168
23.54		12.7171
23.55		12.7174
23.56		12.7177
23.57		12.718
23.58		12.7182
23.59		12.7185
23.6		12.7188
23.61		12.7191
23.62		12.7194
23.63		12.7197
23.64		12.72
23.65		12.7202
23.66		12.7205
23.67		12.7208
23.68		12.7211
23.69		12.7214
23.7		12.7217
23.71		12.7219
23.72		12.7222
23.73		12.7225
23.74		12.7228
23.75		12.7231
23.76		12.7234
23.77		12.7236
23.78		12.7239
23.79		12.7242
23.8		12.7245
23.81		12.7248
23.82		12.725
23.83		12.7253
23.84		12.7256
23.85		12.7259
23.86		12.7262
23.87		12.7264
23.88		12.7267
23.89		12.727
23.9		12.7273
23.91		12.7276
23.92		12.7278
23.93		12.7281
23.94		12.7284
23.95		12.7287
23.96		12.7289
23.97		12.7292
23.98		12.7295
23.99		12.7298
24		12.73
24.01		12.7303
24.02		12.7306
24.03		12.7309
24.04		12.7311
24.05		12.7314
24.06		12.7317
24.07		12.732
24.08		12.7322
24.09		12.7325
24.1		12.7328
24.11		12.7331
24.12		12.7333
24.13		12.7336
24.14		12.7339
24.15		12.7341
24.16		12.7344
24.17		12.7347
24.18		12.735
24.19		12.7352
24.2		12.7355
24.21		12.7358
24.22		12.736
24.23		12.7363
24.24		12.7366
24.25		12.7368
24.26		12.7371
24.27		12.7374
24.28		12.7377
24.29		12.7379
24.3		12.7382
24.31		12.7385
24.32		12.7387
24.33		12.739
24.34		12.7393
24.35		12.7395
24.36		12.7398
24.37		12.7401
24.38		12.7403
24.39		12.7406
24.4		12.7408
24.41		12.7411
24.42		12.7414
24.43		12.7416
24.44		12.7419
24.45		12.7422
24.46		12.7424
24.47		12.7427
24.48		12.743
24.49		12.7432
24.5		12.7435
24.51		12.7437
24.52		12.744
24.53		12.7443
24.54		12.7445
24.55		12.7448
24.56		12.745
24.57		12.7453
24.58		12.7456
24.59		12.7458
24.6		12.7461
24.61		12.7463
24.62		12.7466
24.63		12.7469
24.64		12.7471
24.65		12.7474
24.66		12.7476
24.67		12.7479
24.68		12.7482
24.69		12.7484
24.7		12.7487
24.71		12.7489
24.72		12.7492
24.73		12.7494
24.74		12.7497
24.75		12.75
24.76		12.7502
24.77		12.7505
24.78		12.7507
24.79		12.751
24.8		12.7512
24.81		12.7515
24.82		12.7517
24.83		12.752
24.84		12.7522
24.85		12.7525
24.86		12.7527
24.87		12.753
24.88		12.7533
24.89		12.7535
24.9		12.7538
24.91		12.754
24.92		12.7543
24.93		12.7545
24.94		12.7548
24.95		12.755
24.96		12.7553
24.97		12.7555
24.98		12.7558
24.99		12.756
25		12.7563
25.01		12.7565
25.02		12.7568
25.03		12.757
25.04		12.7573
25.05		12.7575
25.06		12.7578
25.07		12.758
25.08		12.7583
25.09		12.7585
25.1		12.7587
25.11		12.759
25.12		12.7592
25.13		12.7595
25.14		12.7597
25.15		12.76
25.16		12.7602
25.17		12.7605
25.18		12.7607
25.19		12.761
25.2		12.7612
25.21		12.7614
25.22		12.7617
25.23		12.7619
25.24		12.7622
25.25		12.7624
25.26		12.7627
25.27		12.7629
25.28		12.7632
25.29		12.7634
25.3		12.7636
25.31		12.7639
25.32		12.7641
25.33		12.7644
25.34		12.7646
25.35		12.7648
25.36		12.7651
25.37		12.7653
25.38		12.7656
25.39		12.7658
25.4		12.766
25.41		12.7663
25.42		12.7665
25.43		12.7668
25.44		12.767
25.45		12.7672
25.46		12.7675
25.47		12.7677
25.48		12.768
25.49		12.7682
25.5		12.7684
25.51		12.7687
25.52		12.7689
25.53		12.7691
25.54		12.7694
25.55		12.7696
25.56		12.7699
25.57		12.7701
25.58		12.7703
25.59		12.7706
25.6		12.7708
25.61		12.771
25.62		12.7713
25.63		12.7715
25.64		12.7717
25.65		12.772
25.66		12.7722
25.67		12.7724
25.68		12.7727
25.69		12.7729
25.7		12.7731
25.71		12.7734
25.72		12.7736
25.73		12.7738
25.74		12.7741
25.75		12.7743
25.76		12.7745
25.77		12.7748
25.78		12.775
25.79		12.7752
25.8		12.7755
25.81		12.7757
25.82		12.7759
25.83		12.7761
25.84		12.7764
25.85		12.7766
25.86		12.7768
25.87		12.7771
25.88		12.7773
25.89		12.7775
25.9		12.7777
25.91		12.778
25.92		12.7782
25.93		12.7784
25.94		12.7787
25.95		12.7789
25.96		12.7791
25.97		12.7793
25.98		12.7796
25.99		12.7798
26		12.78
26.01		12.7802
26.02		12.7805
26.03		12.7807
26.04		12.7809
26.05		12.7811
26.06		12.7814
26.07		12.7816
26.08		12.7818
26.09		12.782
26.1		12.7823
26.11		12.7825
26.12		12.7827
26.13		12.7829
26.14		12.7832
26.15		12.7834
26.16		12.7836
26.17		12.7838
26.18		12.784
26.19		12.7843
26.2		12.7845
26.21		12.7847
26.22		12.7849
26.23		12.7852
26.24		12.7854
26.25		12.7856
26.26		12.7858
26.27		12.786
26.28		12.7863
26.29		12.7865
26.3		12.7867
26.31		12.7869
26.32		12.7871
26.33		12.7874
26.34		12.7876
26.35		12.7878
26.36		12.788
26.37		12.7882
26.38		12.7884
26.39		12.7887
26.4		12.7889
26.41		12.7891
26.42		12.7893
26.43		12.7895
26.44		12.7897
26.45		12.79
26.46		12.7902
26.47		12.7904
26.48		12.7906
26.49		12.7908
26.5		12.791
26.51		12.7913
26.52		12.7915
26.53		12.7917
26.54		12.7919
26.55		12.7921
26.56		12.7923
26.57		12.7925
26.58		12.7928
26.59		12.793
26.6		12.7932
26.61		12.7934
26.62		12.7936
26.63		12.7938
26.64		12.794
26.65		12.7942
26.66		12.7945
26.67		12.7947
26.68		12.7949
26.69		12.7951
26.7		12.7953
26.71		12.7955
26.72		12.7957
26.73		12.7959
26.74		12.7961
26.75		12.7964
26.76		12.7966
26.77		12.7968
26.78		12.797
26.79		12.7972
26.8		12.7974
26.81		12.7976
26.82		12.7978
26.83		12.798
26.84		12.7982
26.85		12.7984
26.86		12.7986
26.87		12.7989
26.88		12.7991
26.89		12.7993
26.9		12.7995
26.91		12.7997
26.92		12.7999
26.93		12.8001
26.94		12.8003
26.95		12.8005
26.96		12.8007
26.97		12.8009
26.98		12.8011
26.99		12.8013
27		12.8015
27.01		12.8017
27.02		12.8019
27.03		12.8021
27.04		12.8024
27.05		12.8026
27.06		12.8028
27.07		12.803
27.08		12.8032
27.09		12.8034
27.1		12.8036
27.11		12.8038
27.12		12.804
27.13		12.8042
27.14		12.8044
27.15		12.8046
27.16		12.8048
27.17		12.805
27.18		12.8052
27.19		12.8054
27.2		12.8056
27.21		12.8058
27.22		12.806
27.23		12.8062
27.24		12.8064
27.25		12.8066
27.26		12.8068
27.27		12.807
27.28		12.8072
27.29		12.8074
27.3		12.8076
27.31		12.8078
27.32		12.808
27.33		12.8082
27.34		12.8084
27.35		12.8086
27.36		12.8088
27.37		12.809
27.38		12.8092
27.39		12.8094
27.4		12.8096
27.41		12.8098
27.42		12.81
27.43		12.8102
27.44		12.8104
27.45		12.8105
27.46		12.8107
27.47		12.8109
27.48		12.8111
27.49		12.8113
27.5		12.8115
27.51		12.8117
27.52		12.8119
27.53		12.8121
27.54		12.8123
27.55		12.8125
27.56		12.8127
27.57		12.8129
27.58		12.8131
27.59		12.8133
27.6		12.8135
27.61		12.8137
27.62		12.8139
27.63		12.814
27.64		12.8142
27.65		12.8144
27.66		12.8146
27.67		12.8148
27.68		12.815
27.69		12.8152
27.7		12.8154
27.71		12.8156
27.72		12.8158
27.73		12.816
27.74		12.8161
27.75		12.8163
27.76		12.8165
27.77		12.8167
27.78		12.8169
27.79		12.8171
27.8		12.8173
27.81		12.8175
27.82		12.8177
27.83		12.8179
27.84		12.818
27.85		12.8182
27.86		12.8184
27.87		12.8186
27.88		12.8188
27.89		12.819
27.9		12.8192
27.91		12.8194
27.92		12.8195
27.93		12.8197
27.94		12.8199
27.95		12.8201
27.96		12.8203
27.97		12.8205
27.98		12.8207
27.99		12.8208
28		12.821
28.01		12.8212
28.02		12.8214
28.03		12.8216
28.04		12.8218
28.05		12.822
28.06		12.8221
28.07		12.8223
28.08		12.8225
28.09		12.8227
28.1		12.8229
28.11		12.8231
28.12		12.8232
28.13		12.8234
28.14		12.8236
28.15		12.8238
28.16		12.824
28.17		12.8242
28.18		12.8243
28.19		12.8245
28.2		12.8247
28.21		12.8249
28.22		12.8251
28.23		12.8253
28.24		12.8254
28.25		12.8256
28.26		12.8258
28.27		12.826
28.28		12.8262
28.29		12.8263
28.3		12.8265
28.31		12.8267
28.32		12.8269
28.33		12.8271
28.34		12.8272
28.35		12.8274
28.36		12.8276
28.37		12.8278
28.38		12.828
28.39		12.8281
28.4		12.8283
28.41		12.8285
28.42		12.8287
28.43		12.8288
28.44		12.829
28.45		12.8292
28.46		12.8294
28.47		12.8296
28.48		12.8297
28.49		12.8299
28.5		12.8301
28.51		12.8303
28.52		12.8304
28.53		12.8306
28.54		12.8308
28.55		12.831
28.56		12.8311
28.57		12.8313
28.58		12.8315
28.59		12.8317
28.6		12.8318
28.61		12.832
28.62		12.8322
28.63		12.8324
28.64		12.8325
28.65		12.8327
28.66		12.8329
28.67		12.8331
28.68		12.8332
28.69		12.8334
28.7		12.8336
28.71		12.8338
28.72		12.8339
28.73		12.8341
28.74		12.8343
28.75		12.8344
28.76		12.8346
28.77		12.8348
28.78		12.835
28.79		12.8351
28.8		12.8353
28.81		12.8355
28.82		12.8356
28.83		12.8358
28.84		12.836
28.85		12.8362
28.86		12.8363
28.87		12.8365
28.88		12.8367
28.89		12.8368
28.9		12.837
28.91		12.8372
28.92		12.8373
28.93		12.8375
28.94		12.8377
28.95		12.8379
28.96		12.838
28.97		12.8382
28.98		12.8384
28.99		12.8385
29		12.8387
29.01		12.8389
29.02		12.839
29.03		12.8392
29.04		12.8394
29.05		12.8395
29.06		12.8397
29.07		12.8399
29.08		12.84
29.09		12.8402
29.1		12.8404
29.11		12.8405
29.12		12.8407
29.13		12.8409
29.14		12.841
29.15		12.8412
29.16		12.8414
29.17		12.8415
29.18		12.8417
29.19		12.8419
29.2		12.842
29.21		12.8422
29.22		12.8424
29.23		12.8425
29.24		12.8427
29.25		12.8429
29.26		12.843
29.27		12.8432
29.28		12.8433
29.29		12.8435
29.3		12.8437
29.31		12.8438
29.32		12.844
29.33		12.8442
29.34		12.8443
29.35		12.8445
29.36		12.8446
29.37		12.8448
29.38		12.845
29.39		12.8451
29.4		12.8453
29.41		12.8455
29.42		12.8456
29.43		12.8458
29.44		12.8459
29.45		12.8461
29.46		12.8463
29.47		12.8464
29.48		12.8466
29.49		12.8467
29.5		12.8469
29.51		12.8471
29.52		12.8472
29.53		12.8474
29.54		12.8475
29.55		12.8477
29.56		12.8479
29.57		12.848
29.58		12.8482
29.59		12.8483
29.6		12.8485
29.61		12.8487
29.62		12.8488
29.63		12.849
29.64		12.8491
29.65		12.8493
29.66		12.8494
29.67		12.8496
29.68		12.8498
29.69		12.8499
29.7		12.8501
29.71		12.8502
29.72		12.8504
29.73		12.8505
29.74		12.8507
29.75		12.8509
29.76		12.851
29.77		12.8512
29.78		12.8513
29.79		12.8515
29.8		12.8516
29.81		12.8518
29.82		12.8519
29.83		12.8521
29.84		12.8523
29.85		12.8524
29.86		12.8526
29.87		12.8527
29.88		12.8529
29.89		12.853
29.9		12.8532
29.91		12.8533
29.92		12.8535
29.93		12.8536
29.94		12.8538
29.95		12.8539
29.96		12.8541
29.97		12.8542
29.98		12.8544
29.99		12.8546
30		12.8547
30.01		12.8549
30.02		12.855
30.03		12.8552
30.04		12.8553
30.05		12.8555
30.06		12.8556
30.07		12.8558
30.08		12.8559
30.09		12.8561
30.1		12.8562
30.11		12.8564
30.12		12.8565
30.13		12.8567
30.14		12.8568
30.15		12.857
30.16		12.8571
30.17		12.8573
30.18		12.8574
30.19		12.8576
30.2		12.8577
30.21		12.8579
30.22		12.858
30.23		12.8582
30.24		12.8583
30.25		12.8585
30.26		12.8586
30.27		12.8588
30.28		12.8589
30.29		12.8591
30.3		12.8592
30.31		12.8594
30.32		12.8595
30.33		12.8597
30.34		12.8598
30.35		12.8599
30.36		12.8601
30.37		12.8602
30.38		12.8604
30.39		12.8605
30.4		12.8607
30.41		12.8608
30.42		12.861
30.43		12.8611
30.44		12.8613
30.45		12.8614
30.46		12.8616
30.47		12.8617
30.48		12.8618
30.49		12.862
30.5		12.8621
30.51		12.8623
30.52		12.8624
30.53		12.8626
30.54		12.8627
30.55		12.8629
30.56		12.863
30.57		12.8631
30.58		12.8633
30.59		12.8634
30.6		12.8636
30.61		12.8637
30.62		12.8639
30.63		12.864
30.64		12.8642
30.65		12.8643
30.66		12.8644
30.67		12.8646
30.68		12.8647
30.69		12.8649
30.7		12.865
30.71		12.8651
30.72		12.8653
30.73		12.8654
30.74		12.8656
30.75		12.8657
30.76		12.8659
30.77		12.866
30.78		12.8661
30.79		12.8663
30.8		12.8664
30.81		12.8666
30.82		12.8667
30.83		12.8668
30.84		12.867
30.85		12.8671
30.86		12.8673
30.87		12.8674
30.88		12.8675
30.89		12.8677
30.9		12.8678
30.91		12.868
30.92		12.8681
30.93		12.8682
30.94		12.8684
30.95		12.8685
30.96		12.8687
30.97		12.8688
30.98		12.8689
30.99		12.8691
31		12.8692
31.01		12.8693
31.02		12.8695
31.03		12.8696
31.04		12.8698
31.05		12.8699
31.06		12.87
31.07		12.8702
31.08		12.8703
31.09		12.8704
31.1		12.8706
31.11		12.8707
31.12		12.8709
31.13		12.871
31.14		12.8711
31.15		12.8713
31.16		12.8714
31.17		12.8715
31.18		12.8717
31.19		12.8718
31.2		12.8719
31.21		12.8721
31.22		12.8722
31.23		12.8723
31.24		12.8725
31.25		12.8726
31.26		12.8728
31.27		12.8729
31.28		12.873
31.29		12.8732
31.3		12.8733
