Problem 2.3

Time (s)	Velocity With Air Drag
47.04		12.9803
47.05		12.9804
47.06		12.9804
47.07		12.9804
47.08		12.9804
47.09		12.9805
47.1		12.9805
47.11		12.9805
47.12		12.9806
47.13		12.9806
47.14		12.9806
47.15		12.9806
47.16		12.9807
47.17		12.9807
47.18		12.9807
47.19		12.9808
47.2		12.9808
47.21		12.9808
47.22		12.9808
47.23		12.9809
47.24		12.9809
47.25		12.9809
47.26		12.9809
47.27		12.981
47.28		12.981
47.29		12.981
47.3		12.9811
47.31		12.9811
47.32		12.9811
47.33		12.9811
47.34		12.9812
47.35		12.9812
47.36		12.9812
47.37		12.9813
47.38		12.9813
47.39		12.9813
47.4		12.9813
47.41		12.9814
47.42		12.9814
47.43		12.9814
47.44		12.9814
47.45		12.9815
47.46		12.9815
47.47		12.9815
47.48		12.9816
47.49		12.9816
47.5		12.9816
47.51		12.9816
47.52		12.9817
47.53		12.9817
47.54		12.9817
47.55		12.9817
47.56		12.9818
47.57		12.9818
47.58		12.9818
47.59		12.9819
47.6		12.9819
47.61		12.9819
47.62		12.9819
47.63		12.982
47.64		12.982
47.65		12.982
47.66		12.982
47.67		12.9821
47.68		12.9821
47.69		12.9821
47.7		12.9821
47.71		12.9822
47.72		12.9822
47.73		12.9822
47.74		12.9823
47.75		12.9823
47.76		12.9823
47.77		12.9823
47.78		12.9824
47.79		12.9824
47.8		12.9824
47.81		12.9824
47.82		12.9825
47.83		12.9825
47.84		12.9825
47.85		12.9825
47.86		12.9826
47.87		12.9826
47.88		12.9826
47.89		12.9826
47.9		12.9827
47.91		12.9827
47.92		12.9827
47.93		12.9827
47.94		12.9828
47.95		12.9828
47.96		12.9828
47.97		12.9829
47.98		12.9829
47.99		12.9829
48		12.9829
48.01		12.983
48.02		12.983
48.03		12.983
48.04		12.983
48.05		12.9831
48.06		12.9831
48.07		12.9831
48.08		12.9831
48.09		12.9832
48.1		12.9832
48.11		12.9832
48.12		12.9832
48.13		12.9833
48.14		12.9833
48.15		12.9833
48.16		12.9833
48.17		12.9834
48.18		12.9834
48.19		12.9834
48.2		12.9834
48.21		12.9835
48.22		12.9835
48.23		12.9835
48.24		12.9835
48.25		12.9836
48.26		12.9836
48.27		12.9836
48.28		12.9836
48.29		12.9837
48.3		12.9837
48.31		12.9837
48.32		12.9837
48.33		12.9838
48.34		12.9838
48.35		12.9838
48.36		12.9838
48.37		12.9839
48.38		12.9839
48.39		12.9839
48.4		12.9839
48.41		12.984
48.42		12.984
48.43		12.984
48.44		12.984
48.45		12.9841
48.46		12.9841
48.47		12.9841
48.48		12.9841
48.49		12.9842
48.5		12.9842
48.51		12.9842
48.52		12.9842
48.53		12.9843
48.54		12.9843
48.55		12.9843
48.56		12.9843
48.57		12.9844
48.58		12.9844
48.59		12.9844
48.6		12.9844
48.61		12.9845
48.62		12.9845
48.63		12.9845
48.64		12.9845
48.65		12.9846
48.66		12.9846
48.67		12.9846
48.68		12.9846
48.69		12.9846
48.7		12.9847
48.71		12.9847
48.72		12.9847
48.73		12.9847
48.74		12.9848
48.75		12.9848
48.76		12.9848
48.77		12.9848
48.78		12.9849
48.79		12.9849
48.8		12.9849
48.81		12.9849
48.82		12.985
48.83		12.985
48.84		12.985
48.85		12.985
48.86		12.9851
48.87		12.9851
48.88		12.9851
48.89		12.9851
48.9		12.9852
48.91		12.9852
48.92		12.9852
48.93		12.9852
48.94		12.9852
48.95		12.9853
48.96		12.9853
48.97		12.9853
48.98		12.9853
48.99		12.9854
49		12.9854
49.01		12.9854
49.02		12.9854
49.03		12.9855
49.04		12.9855
49.05		12.9855
49.06		12.9855
49.07		12.9855
49.08		12.9856
49.09		12.9856
49.1		12.9856
49.11		12.9856
49.12		12.9857
49.13		12.9857
49.14		12.9857
49.15		12.9857
49.16		12.9858
49.17		12.9858
49.18		12.9858
49.19		12.9858
49.2		12.9858
49.21		12.9859
49.22		12.9859
49.23		12.9859
49.24		12.9859
49.25		12.986
49.26		12.986
49.27		12.986
49.28		12.986
49.29		12.9861
49.3		12.9861
49.31		12.9861
49.32		12.9861
49.33		12.9861
49.34		12.9862
49.35		12.9862
49.36		12.9862
49.37		12.9862
49.38		12.9863
49.39		12.9863
49.4		12.9863
49.41		12.9863
49.42		12.9863
49.43		12.9864
49.44		12.9864
49.45		12.9864
49.46		12.9864
49.47		12.9865
49.48		12.9865
49.49		12.9865
49.5		12.9865
49.51		12.9865
49.52		12.9866
49.53		12.9866
49.54		12.9866
49.55		12.9866
49.56		12.9867
49.57		12.9867
49.58		12.9867
49.59		12.9867
49.6		12.9867
49.61		12.9868
49.62		12.9868
49.63		12.9868
49.64		12.9868
49.65		12.9869
49.66		12.9869
49.67		12.9869
49.68		12.9869
49.69		12.9869
49.7		12.987
49.71		12.987
49.72		12.987
49.73		12.987
49.74		12.9871
49.75		12.9871
49.76		12.9871
49.77		12.9871
49.78		12.9871
49.79		12.9872
49.8		12.9872
49.81		12.9872
49.82		12.9872
49.83		12.9872
49.84		12.9873
49.85		12.9873
49.86		12.9873
49.87		12.9873
49.88		12.9874
49.89		12.9874
49.9		12.9874
49.91		12.9874
49.92		12.9874
49.93		12.9875
49.94		12.9875
49.95		12.9875
49.96		12.9875
49.97		12.9875
49.98		12.9876
49.99		12.9876
50		12.9876
50.01		12.9876
50.02		12.9877
50.03		12.9877
50.04		12.9877
50.05		12.9877
50.06		12.9877
50.07		12.9878
50.08		12.9878
50.09		12.9878
50.1		12.9878
50.11		12.9878
50.12		12.9879
50.13		12.9879
50.14		12.9879
50.15		12.9879
50.16		12.9879
50.17		12.988
50.18		12.988
50.19		12.988
50.2		12.988
50.21		12.9881
50.22		12.9881
50.23		12.9881
50.24		12.9881
50.25		12.9881
50.26		12.9882
50.27		12.9882
50.28		12.9882
50.29		12.9882
50.3		12.9882
50.31		12.9883
50.32		12.9883
50.33		12.9883
50.34		12.9883
50.35		12.9883
50.36		12.9884
50.37		12.9884
50.38		12.9884
50.39		12.9884
50.4		12.9884
50.41		12.9885
50.42		12.9885
50.43		12.9885
50.44		12.9885
50.45		12.9885
50.46		12.9886
50.47		12.9886
50.48		12.9886
50.49		12.9886
50.5		12.9886
50.51		12.9887
50.52		12.9887
50.53		12.9887
50.54		12.9887
50.55		12.9887
50.56		12.9888
50.57		12.9888
50.58		12.9888
50.59		12.9888
50.6		12.9888
50.61		12.9889
50.62		12.9889
50.63		12.9889
50.64		12.9889
50.65		12.9889
50.66		12.989
50.67		12.989
50.68		12.989
50.69		12.989
50.7		12.989
50.71		12.9891
50.72		12.9891
50.73		12.9891
50.74		12.9891
50.75		12.9891
50.76		12.9892
50.77		12.9892
50.78		12.9892
50.79		12.9892
50.8		12.9892
50.81		12.9893
50.82		12.9893
50.83		12.9893
50.84		12.9893
50.85		12.9893
50.86		12.9894
50.87		12.9894
50.88		12.9894
50.89		12.9894
50.9		12.9894
50.91		12.9895
50.92		12.9895
50.93		12.9895
50.94		12.9895
50.95		12.9895
50.96		12.9895
50.97		12.9896
50.98		12.9896
50.99		12.9896
51		12.9896
51.01		12.9896
51.02		12.9897
51.03		12.9897
51.04		12.9897
51.05		12.9897
51.06		12.9897
51.07		12.9898
51.08		12.9898
51.09		12.9898
51.1		12.9898
51.11		12.9898
51.12		12.9899
51.13		12.9899
51.14		12.9899
51.15		12.9899
51.16		12.9899
51.17		12.99
51.18		12.99
51.19		12.99
51.2		12.99
51.21		12.99
51.22		12.99
51.23		12.9901
51.24		12.9901
51.25		12.9901
51.26		12.9901
51.27		12.9901
51.28		12.9902
51.29		12.9902
51.3		12.9902
51.31		12.9902
51.32		12.9902
51.33		12.9902
51.34		12.9903
51.35		12.9903
51.36		12.9903
51.37		12.9903
51.38		12.9903
51.39		12.9904
51.4		12.9904
51.41		12.9904
51.42		12.9904
51.43		12.9904
51.44		12.9905
51.45		12.9905
51.46		12.9905
51.47		12.9905
51.48		12.9905
51.49		12.9905
51.5		12.9906
51.51		12.9906
51.52		12.9906
51.53		12.9906
51.54		12.9906
51.55		12.9907
51.56		12.9907
51.57		12.9907
51.58		12.9907
51.59		12.9907
51.6		12.9907
51.61		12.9908
51.62		12.9908
51.63		12.9908
51.64		12.9908
51.65		12.9908
51.66		12.9909
51.67		12.9909
51.68		12.9909
51.69		12.9909
51.7		12.9909
51.71		12.9909
51.72		12.991
51.73		12.991
51.74		12.991
51.75		12.991
51.76		12.991
51.77		12.991
51.78		12.9911
51.79		12.9911
51.8		12.9911
51.81		12.9911
51.82		12.9911
51.83		12.9912
51.84		12.9912
51.85		12.9912
51.86		12.9912
51.87		12.9912
51.88		12.9912
51.89		12.9913
51.9		12.9913
51.91		12.9913
51.92		12.9913
51.93		12.9913
51.94		12.9913
51.95		12.9914
51.96		12.9914
51.97		12.9914
51.98		12.9914
51.99		12.9914
52		12.9915
52.01		12.9915
52.02		12.9915
52.03		12.9915
52.04		12.9915
52.05		12.9915
52.06		12.9916
52.07		12.9916
52.08		12.9916
52.09		12.9916
52.1		12.9916
52.11		12.9916
52.12		12.9917
52.13		12.9917
52.14		12.9917
52.15		12.9917
52.16		12.9917
52.17		12.9917
52.18		12.9918
52.19		12.9918
52.2		12.9918
52.21		12.9918
52.22		12.9918
52.23		12.9918
52.24		12.9919
52.25		12.9919
52.26		12.9919
52.27		12.9919
52.28		12.9919
52.29		12.992
52.3		12.992
52.31		12.992
52.32		12.992
52.33		12.992
52.34		12.992
52.35		12.9921
52.36		12.9921
52.37		12.9921
52.38		12.9921
52.39		12.9921
52.4		12.9921
52.41		12.9922
52.42		12.9922
52.43		12.9922
52.44		12.9922
52.45		12.9922
52.46		12.9922
52.47		12.9923
52.48		12.9923
52.49		12.9923
52.5		12.9923
52.51		12.9923
52.52		12.9923
52.53		12.9924
52.54		12.9924
52.55		12.9924
52.56		12.9924
52.57		12.9924
52.58		12.9924
52.59		12.9924
52.6		12.9925
52.61		12.9925
52.62		12.9925
52.63		12.9925
52.64		12.9925
52.65		12.9925
52.66		12.9926
52.67		12.9926
52.68		12.9926
52.69		12.9926
52.7		12.9926
52.71		12.9926
52.72		12.9927
52.73		12.9927
52.74		12.9927
52.75		12.9927
52.76		12.9927
52.77		12.9927
52.78		12.9928
52.79		12.9928
52.8		12.9928
52.81		12.9928
52.82		12.9928
52.83		12.9928
52.84		12.9929
52.85		12.9929
52.86		12.9929
52.87		12.9929
52.88		12.9929
52.89		12.9929
52.9		12.993
52.91		12.993
52.92		12.993
52.93		12.993
52.94		12.993
52.95		12.993
52.96		12.993
52.97		12.9931
52.98		12.9931
52.99		12.9931
53		12.9931
53.01		12.9931
53.02		12.9931
53.03		12.9932
53.04		12.9932
53.05		12.9932
53.06		12.9932
53.07		12.9932
53.08		12.9932
53.09		12.9932
53.1		12.9933
53.11		12.9933
53.12		12.9933
53.13		12.9933
53.14		12.9933
53.15		12.9933
53.16		12.9934
53.17		12.9934
53.18		12.9934
53.19		12.9934
53.2		12.9934
53.21		12.9934
53.22		12.9935
53.23		12.9935
53.24		12.9935
53.25		12.9935
53.26		12.9935
53.27		12.9935
53.28		12.9935
53.29		12.9936
53.3		12.9936
53.31		12.9936
53.32		12.9936
53.33		12.9936
53.34		12.9936
53.35		12.9937
53.36		12.9937
53.37		12.9937
53.38		12.9937
53.39		12.9937
53.4		12.9937
53.41		12.9937
53.42		12.9938
53.43		12.9938
53.44		12.9938
53.45		12.9938
53.46		12.9938
53.47		12.9938
53.48		12.9938
53.49		12.9939
53.5		12.9939
53.51		12.9939
53.52		12.9939
53.53		12.9939
53.54		12.9939
53.55		12.994
53.56		12.994
53.57		12.994
53.58		12.994
53.59		12.994
53.6		12.994
53.61		12.994
53.62		12.9941
53.63		12.9941
53.64		12.9941
53.65		12.9941
53.66		12.9941
53.67		12.9941
53.68		12.9941
53.69		12.9942
53.7		12.9942
53.71		12.9942
53.72		12.9942
53.73		12.9942
53.74		12.9942
53.75		12.9942
53.76		12.9943
53.77		12.9943
53.78		12.9943
53.79		12.9943
53.8		12.9943
53.81		12.9943
53.82		12.9943
53.83		12.9944
53.84		12.9944
53.85		12.9944
53.86		12.9944
53.87		12.9944
53.88		12.9944
53.89		12.9945
53.9		12.9945
53.91		12.9945
53.92		12.9945
53.93		12.9945
53.94		12.9945
53.95		12.9945
53.96		12.9946
53.97		12.9946
53.98		12.9946
53.99		12.9946
54		12.9946
54.01		12.9946
54.02		12.9946
54.03		12.9947
54.04		12.9947
54.05		12.9947
54.06		12.9947
54.07		12.9947
54.08		12.9947
54.09		12.9947
54.1		12.9948
54.11		12.9948
54.12		12.9948
54.13		12.9948
54.14		12.9948
54.15		12.9948
54.16		12.9948
54.17		12.9948
54.18		12.9949
54.19		12.9949
54.2		12.9949
54.21		12.9949
54.22		12.9949
54.23		12.9949
54.24		12.9949
54.25		12.995
54.26		12.995
54.27		12.995
54.28		12.995
54.29		12.995
54.3		12.995
54.31		12.995
54.32		12.9951
54.33		12.9951
54.34		12.9951
54.35		12.9951
54.36		12.9951
54.37		12.9951
54.38		12.9951
54.39		12.9952
54.4		12.9952
54.41		12.9952
54.42		12.9952
54.43		12.9952
54.44		12.9952
54.45		12.9952
54.46		12.9952
54.47		12.9953
54.48		12.9953
54.49		12.9953
54.5		12.9953
54.51		12.9953
54.52		12.9953
54.53		12.9953
54.54		12.9954
54.55		12.9954
54.56		12.9954
54.57		12.9954
54.58		12.9954
54.59		12.9954
54.6		12.9954
54.61		12.9955
54.62		12.9955
54.63		12.9955
54.64		12.9955
54.65		12.9955
54.66		12.9955
54.67		12.9955
54.68		12.9955
54.69		12.9956
54.7		12.9956
54.71		12.9956
54.72		12.9956
54.73		12.9956
54.74		12.9956
54.75		12.9956
54.76		12.9957
54.77		12.9957
54.78		12.9957
54.79		12.9957
54.8		12.9957
54.81		12.9957
54.82		12.9957
54.83		12.9957
54.84		12.9958
54.85		12.9958
54.86		12.9958
54.87		12.9958
54.88		12.9958
54.89		12.9958
54.9		12.9958
54.91		12.9958
54.92		12.9959
54.93		12.9959
54.94		12.9959
54.95		12.9959
54.96		12.9959
54.97		12.9959
54.98		12.9959
54.99		12.996
55		12.996
55.01		12.996
55.02		12.996
55.03		12.996
55.04		12.996
55.05		12.996
55.06		12.996
55.07		12.9961
55.08		12.9961
55.09		12.9961
55.1		12.9961
55.11		12.9961
55.12		12.9961
55.13		12.9961
55.14		12.9961
55.15		12.9962
55.16		12.9962
55.17		12.9962
55.18		12.9962
55.19		12.9962
55.2		12.9962
55.21		12.9962
55.22		12.9962
55.23		12.9963
55.24		12.9963
55.25		12.9963
55.26		12.9963
55.27		12.9963
55.28		12.9963
55.29		12.9963
55.3		12.9963
55.31		12.9964
55.32		12.9964
55.33		12.9964
55.34		12.9964
55.35		12.9964
55.36		12.9964
55.37		12.9964
55.38		12.9964
55.39		12.9965
55.4		12.9965
55.41		12.9965
55.42		12.9965
55.43		12.9965
55.44		12.9965
55.45		12.9965
55.46		12.9965
55.47		12.9966
55.48		12.9966
55.49		12.9966
55.5		12.9966
55.51		12.9966
55.52		12.9966
55.53		12.9966
55.54		12.9966
55.55		12.9967
55.56		12.9967
55.57		12.9967
55.58		12.9967
55.59		12.9967
55.6		12.9967
55.61		12.9967
55.62		12.9967
55.63		12.9968
55.64		12.9968
55.65		12.9968
55.66		12.9968
55.67		12.9968
55.68		12.9968
55.69		12.9968
55.7		12.9968
55.71		12.9969
55.72		12.9969
55.73		12.9969
55.74		12.9969
55.75		12.9969
55.76		12.9969
55.77		12.9969
55.78		12.9969
55.79		12.9969
55.8		12.997
55.81		12.997
55.82		12.997
55.83		12.997
55.84		12.997
55.85		12.997
55.86		12.997
55.87		12.997
55.88		12.9971
55.89		12.9971
55.9		12.9971
55.91		12.9971
55.92		12.9971
55.93		12.9971
55.94		12.9971
55.95		12.9971
55.96		12.9972
55.97		12.9972
55.98		12.9972
55.99		12.9972
56		12.9972
56.01		12.9972
56.02		12.9972
56.03		12.9972
56.04		12.9972
56.05		12.9973
56.06		12.9973
56.07		12.9973
56.08		12.9973
56.09		12.9973
56.1		12.9973
56.11		12.9973
56.12		12.9973
56.13		12.9973
56.14		12.9974
56.15		12.9974
56.16		12.9974
56.17		12.9974
56.18		12.9974
56.19		12.9974
56.2		12.9974
56.21		12.9974
56.22		12.9975
56.23		12.9975
56.24		12.9975
56.25		12.9975
56.26		12.9975
56.27		12.9975
56.28		12.9975
56.29		12.9975
56.3		12.9975
56.31		12.9976
56.32		12.9976
56.33		12.9976
56.34		12.9976
56.35		12.9976
56.36		12.9976
56.37		12.9976
56.38		12.9976
56.39		12.9976
56.4		12.9977
56.41		12.9977
56.42		12.9977
56.43		12.9977
56.44		12.9977
56.45		12.9977
56.46		12.9977
56.47		12.9977
56.48		12.9977
56.49		12.9978
56.5		12.9978
56.51		12.9978
56.52		12.9978
56.53		12.9978
56.54		12.9978
56.55		12.9978
56.56		12.9978
56.57		12.9978
56.58		12.9979
56.59		12.9979
56.6		12.9979
56.61		12.9979
56.62		12.9979
56.63		12.9979
56.64		12.9979
56.65		12.9979
56.66		12.9979
56.67		12.998
56.68		12.998
56.69		12.998
56.7		12.998
56.71		12.998
56.72		12.998
56.73		12.998
56.74		12.998
56.75		12.998
56.76		12.9981
56.77		12.9981
56.78		12.9981
56.79		12.9981
56.8		12.9981
56.81		12.9981
56.82		12.9981
56.83		12.9981
56.84		12.9981
56.85		12.9982
56.86		12.9982
56.87		12.9982
56.88		12.9982
56.89		12.9982
56.9		12.9982
56.91		12.9982
56.92		12.9982
56.93		12.9982
56.94		12.9982
56.95		12.9983
56.96		12.9983
56.97		12.9983
56.98		12.9983
56.99		12.9983
57		12.9983
57.01		12.9983
57.02		12.9983
57.03		12.9983
57.04		12.9984
57.05		12.9984
57.06		12.9984
57.07		12.9984
57.08		12.9984
57.09		12.9984
57.1		12.9984
57.11		12.9984
57.12		12.9984
57.13		12.9985
57.14		12.9985
57.15		12.9985
57.16		12.9985
57.17		12.9985
57.18		12.9985
57.19		12.9985
57.2		12.9985
57.21		12.9985
57.22		12.9985
57.23		12.9986
57.24		12.9986
57.25		12.9986
57.26		12.9986
57.27		12.9986
57.28		12.9986
57.29		12.9986
57.3		12.9986
57.31		12.9986
57.32		12.9986
57.33		12.9987
57.34		12.9987
57.35		12.9987
57.36		12.9987
57.37		12.9987
57.38		12.9987
57.39		12.9987
57.4		12.9987
57.41		12.9987
57.42		12.9987
57.43		12.9988
57.44		12.9988
57.45		12.9988
57.46		12.9988
57.47		12.9988
57.48		12.9988
57.49		12.9988
57.5		12.9988
57.51		12.9988
57.52		12.9989
57.53		12.9989
57.54		12.9989
57.55		12.9989
57.56		12.9989
57.57		12.9989
57.58		12.9989
57.59		12.9989
57.6		12.9989
57.61		12.9989
57.62		12.999
57.63		12.999
57.64		12.999
57.65		12.999
57.66		12.999
57.67		12.999
57.68		12.999
57.69		12.999
57.7		12.999
57.71		12.999
57.72		12.9991
57.73		12.9991
57.74		12.9991
57.75		12.9991
57.76		12.9991
57.77		12.9991
57.78		12.9991
57.79		12.9991
57.8		12.9991
57.81		12.9991
57.82		12.9991
57.83		12.9992
57.84		12.9992
57.85		12.9992
57.86		12.9992
57.87		12.9992
57.88		12.9992
57.89		12.9992
57.9		12.9992
57.91		12.9992
57.92		12.9992
57.93		12.9993
57.94		12.9993
57.95		12.9993
57.96		12.9993
57.97		12.9993
57.98		12.9993
57.99		12.9993
58		12.9993
58.01		12.9993
58.02		12.9993
58.03		12.9994
58.04		12.9994
58.05		12.9994
58.06		12.9994
58.07		12.9994
58.08		12.9994
58.09		12.9994
58.1		12.9994
58.11		12.9994
58.12		12.9994
58.13		12.9994
58.14		12.9995
58.15		12.9995
58.16		12.9995
58.17		12.9995
58.18		12.9995
58.19		12.9995
58.2		12.9995
58.21		12.9995
58.22		12.9995
58.23		12.9995
58.24		12.9996
58.25		12.9996
58.26		12.9996
58.27		12.9996
58.28		12.9996
58.29		12.9996
58.3		12.9996
58.31		12.9996
58.32		12.9996
58.33		12.9996
58.34		12.9996
58.35		12.9997
58.36		12.9997
58.37		12.9997
58.38		12.9997
58.39		12.9997
58.4		12.9997
58.41		12.9997
58.42		12.9997
58.43		12.9997
58.44		12.9997
58.45		12.9997
58.46		12.9998
58.47		12.9998
58.48		12.9998
58.49		12.9998
58.5		12.9998
58.51		12.9998
58.52		12.9998
58.53		12.9998
58.54		12.9998
58.55		12.9998
58.56		12.9998
58.57		12.9999
58.58		12.9999
58.59		12.9999
58.6		12.9999
58.61		12.9999
58.62		12.9999
58.63		12.9999
58.64		12.9999
58.65		12.9999
58.66		12.9999
58.67		12.9999
58.68		13
58.69		13
58.7		13
58.71		13
58.72		13
58.73		13
58.74		13
58.75		13
58.76		13
58.77		13
58.78		13
58.79		13.0001
58.8		13.0001
58.81		13.0001
58.82		13.0001
58.83		13.0001
58.84		13.0001
58.85		13.0001
58.86		13.0001
58.87		13.0001
58.88		13.0001
58.89		13.0001
58.9		13.0002
58.91		13.0002
58.92		13.0002
58.93		13.0002
58.94		13.0002
58.95		13.0002
58.96		13.0002
58.97		13.0002
58.98		13.0002
58.99		13.0002
59		13.0002
59.01		13.0002
59.02		13.0003
59.03		13.0003
59.04		13.0003
59.05		13.0003
59.06		13.0003
59.07		13.0003
59.08		13.0003
59.09		13.0003
59.1		13.0003
59.11		13.0003
59.12		13.0003
59.13		13.0004
59.14		13.0004
59.15		13.0004
59.16		13.0004
59.17		13.0004
59.18		13.0004
59.19		13.0004
59.2		13.0004
59.21		13.0004
59.22		13.0004
59.23		13.0004
59.24		13.0004
59.25		13.0005
59.26		13.0005
59.27		13.0005
59.28		13.0005
59.29		13.0005
59.3		13.0005
59.31		13.0005
59.32		13.0005
59.33		13.0005
59.34		13.0005
59.35		13.0005
59.36		13.0005
59.37		13.0006
59.38		13.0006
59.39		13.0006
59.4		13.0006
59.41		13.0006
59.42		13.0006
59.43		13.0006
59.44		13.0006
59.45		13.0006
59.46		13.0006
59.47		13.0006
59.48		13.0006
59.49		13.0007
59.5		13.0007
59.51		13.0007
59.52		13.0007
59.53		13.0007
59.54		13.0007
59.55		13.0007
59.56		13.0007
59.57		13.0007
59.58		13.0007
59.59		13.0007
59.6		13.0007
59.61		13.0008
59.62		13.0008
59.63		13.0008
59.64		13.0008
59.65		13.0008
59.66		13.0008
59.67		13.0008
59.68		13.0008
59.69		13.0008
59.7		13.0008
59.71		13.0008
59.72		13.0008
59.73		13.0009
59.74		13.0009
59.75		13.0009
59.76		13.0009
59.77		13.0009
59.78		13.0009
59.79		13.0009
59.8		13.0009
59.81		13.0009
59.82		13.0009
59.83		13.0009
59.84		13.0009
59.85		13.001
59.86		13.001
59.87		13.001
59.88		13.001
59.89		13.001
59.9		13.001
59.91		13.001
59.92		13.001
59.93		13.001
59.94		13.001
59.95		13.001
59.96		13.001
59.97		13.001
59.98		13.0011
59.99		13.0011
60		13.0011
60.01		13.0011
60.02		13.0011
60.03		13.0011
60.04		13.0011
60.05		13.0011
60.06		13.0011
60.07		13.0011
60.08		13.0011
60.09		13.0011
60.1		13.0011
60.11		13.0012
60.12		13.0012
60.13		13.0012
60.14		13.0012
60.15		13.0012
60.16		13.0012
60.17		13.0012
60.18		13.0012
60.19		13.0012
60.2		13.0012
60.21		13.0012
60.22		13.0012
60.23		13.0012
60.24		13.0013
60.25		13.0013
60.26		13.0013
60.27		13.0013
60.28		13.0013
60.29		13.0013
60.3		13.0013
60.31		13.0013
60.32		13.0013
60.33		13.0013
60.34		13.0013
60.35		13.0013
60.36		13.0013
60.37		13.0014
60.38		13.0014
60.39		13.0014
60.4		13.0014
60.41		13.0014
60.42		13.0014
60.43		13.0014
60.44		13.0014
60.45		13.0014
60.46		13.0014
60.47		13.0014
60.48		13.0014
60.49		13.0014
60.5		13.0015
60.51		13.0015
60.52		13.0015
60.53		13.0015
60.54		13.0015
60.55		13.0015
60.56		13.0015
60.57		13.0015
60.58		13.0015
60.59		13.0015
60.6		13.0015
60.61		13.0015
60.62		13.0015
60.63		13.0016
60.64		13.0016
60.65		13.0016
60.66		13.0016
60.67		13.0016
60.68		13.0016
60.69		13.0016
60.7		13.0016
60.71		13.0016
60.72		13.0016
60.73		13.0016
60.74		13.0016
60.75		13.0016
60.76		13.0016
60.77		13.0017
60.78		13.0017
60.79		13.0017
60.8		13.0017
60.81		13.0017
60.82		13.0017
60.83		13.0017
60.84		13.0017
60.85		13.0017
60.86		13.0017
60.87		13.0017
60.88		13.0017
60.89		13.0017
60.9		13.0017
60.91		13.0018
60.92		13.0018
60.93		13.0018
60.94		13.0018
60.95		13.0018
60.96		13.0018
60.97		13.0018
60.98		13.0018
60.99		13.0018
61		13.0018
61.01		13.0018
61.02		13.0018
61.03		13.0018
61.04		13.0018
61.05		13.0019
61.06		13.0019
61.07		13.0019
61.08		13.0019
61.09		13.0019
61.1		13.0019
61.11		13.0019
61.12		13.0019
61.13		13.0019
61.14		13.0019
61.15		13.0019
61.16		13.0019
61.17		13.0019
61.18		13.0019
61.19		13.002
61.2		13.002
61.21		13.002
61.22		13.002
61.23		13.002
61.24		13.002
61.25		13.002
61.26		13.002
61.27		13.002
61.28		13.002
61.29		13.002
61.3		13.002
61.31		13.002
61.32		13.002
61.33		13.0021
61.34		13.0021
61.35		13.0021
61.36		13.0021
61.37		13.0021
61.38		13.0021
61.39		13.0021
61.4		13.0021
61.41		13.0021
61.42		13.0021
61.43		13.0021
61.44		13.0021
61.45		13.0021
61.46		13.0021
61.47		13.0021
61.48		13.0022
61.49		13.0022
61.5		13.0022
61.51		13.0022
61.52		13.0022
61.53		13.0022
61.54		13.0022
61.55		13.0022
61.56		13.0022
61.57		13.0022
61.58		13.0022
61.59		13.0022
61.6		13.0022
61.61		13.0022
61.62		13.0023
61.63		13.0023
61.64		13.0023
61.65		13.0023
61.66		13.0023
61.67		13.0023
61.68		13.0023
61.69		13.0023
61.7		13.0023
61.71		13.0023
61.72		13.0023
61.73		13.0023
61.74		13.0023
61.75		13.0023
61.76		13.0023
61.77		13.0024
61.78		13.0024
61.79		13.0024
61.8		13.0024
61.81		13.0024
61.82		13.0024
61.83		13.0024
61.84		13.0024
61.85		13.0024
61.86		13.0024
61.87		13.0024
61.88		13.0024
61.89		13.0024
61.9		13.0024
61.91		13.0024
61.92		13.0025
61.93		13.0025
61.94		13.0025
61.95		13.0025
61.96		13.0025
61.97		13.0025
61.98		13.0025
61.99		13.0025
62		13.0025
62.01		13.0025
62.02		13.0025
62.03		13.0025
62.04		13.0025
62.05		13.0025
62.06		13.0025
62.07		13.0025
62.08		13.0026
62.09		13.0026
62.1		13.0026
62.11		13.0026
62.12		13.0026
62.13		13.0026
62.14		13.0026
62.15		13.0026
62.16		13.0026
62.17		13.0026
62.18		13.0026
62.19		13.0026
62.2		13.0026
62.21		13.0026
62.22		13.0026
62.23		13.0026
62.24		13.0027
62.25		13.0027
62.26		13.0027
62.27		13.0027
62.28		13.0027
62.29		13.0027
62.3		13.0027
62.31		13.0027
62.32		13.0027
62.33		13.0027
62.34		13.0027
62.35		13.0027
62.36		13.0027
62.37		13.0027
62.38		13.0027
62.39		13.0028
62.4		13.0028
62.41		13.0028
62.42		13.0028
62.43		13.0028
62.44		13.0028
62.45		13.0028
62.46		13.0028
62.47		13.0028
62.48		13.0028
62.49		13.0028
62.5		13.0028
62.51		13.0028
62.52		13.0028
62.53		13.0028
62.54		13.0028
62.55		13.0028
62.56		13.0029
62.57		13.0029
62.58		13.0029
62.59		13.0029
62.6		13.0029
62.61		13.0029
62.62		13.0029
62.63		13.0029
62.64		13.0029
62.65		13.0029
62.66		13.0029
62.67		13.0029
62.68		13.0029
62.69		13.0029
62.7		13.0029
62.71		13.0029
62.72		13.003
62.73		13.003
62.74		13.003
62.75		13.003
62.76		13.003
62.77		13.003
62.78		13.003
