Problem 2.3

Time (s)	Velocity with Water Drag
6.199		0.646089
6.2		0.646089
6.201		0.646089
6.202		0.646089
6.203		0.646089
6.204		0.646089
6.205		0.646089
6.206		0.646089
6.207		0.646089
6.208		0.646089
6.209		0.646089
6.21		0.646089
6.211		0.646089
6.212		0.646089
6.213		0.646089
6.214		0.646089
6.215		0.646089
6.216		0.646089
6.217		0.646089
6.218		0.646089
6.219		0.646089
6.22		0.646089
6.221		0.646089
6.222		0.646089
6.223		0.646089
6.224		0.646089
6.225		0.646089
6.226		0.646089
6.227		0.646089
6.228		0.646089
6.229		0.646089
6.23		0.646089
6.231		0.646089
6.232		0.646089
6.233		0.646089
6.234		0.646089
6.235		0.646089
6.236		0.646089
6.237		0.646089
6.238		0.646089
6.239		0.646089
6.24		0.646089
6.241		0.646089
6.242		0.646089
6.243		0.646089
6.244		0.646089
6.245		0.646089
6.246		0.646089
6.247		0.646089
6.248		0.646089
6.249		0.646089
6.25		0.646089
6.251		0.646089
6.252		0.646089
6.253		0.646089
6.254		0.646089
6.255		0.646089
6.256		0.646089
6.257		0.646089
6.258		0.646089
6.259		0.646089
6.26		0.646089
6.261		0.646089
6.262		0.646089
6.263		0.646089
6.264		0.646089
6.265		0.646089
6.266		0.646089
6.267		0.646089
6.268		0.646089
6.269		0.646089
6.27		0.646089
6.271		0.646089
6.272		0.646089
6.273		0.646089
6.274		0.646089
6.275		0.646089
6.276		0.646089
6.277		0.646089
6.278		0.646089
6.279		0.646089
6.28		0.646089
6.281		0.646089
6.282		0.646089
6.283		0.646089
6.284		0.646089
6.285		0.646089
6.286		0.646089
6.287		0.646089
6.288		0.646089
6.289		0.646089
6.29		0.646089
6.291		0.646089
6.292		0.646089
6.293		0.646089
6.294		0.646089
6.295		0.646089
6.296		0.646089
6.297		0.646089
6.298		0.646089
6.299		0.646089
6.3		0.646089
6.301		0.646089
6.302		0.646089
6.303		0.646089
6.304		0.646089
6.305		0.646089
6.306		0.646089
6.307		0.646089
6.308		0.646089
6.309		0.646089
6.31		0.646089
6.311		0.646089
6.312		0.646089
6.313		0.646089
6.314		0.646089
6.315		0.646089
6.316		0.646089
6.317		0.646089
6.318		0.646089
6.319		0.646089
6.32		0.646089
6.321		0.646089
6.322		0.646089
6.323		0.646089
6.324		0.646089
6.325		0.646089
6.326		0.646089
6.327		0.646089
6.328		0.646089
6.329		0.646089
6.33		0.646089
6.331		0.646089
6.332		0.646089
6.333		0.646089
6.334		0.646089
6.335		0.646089
6.336		0.646089
6.337		0.646089
6.338		0.646089
6.339		0.646089
6.34		0.646089
6.341		0.646089
6.342		0.646089
6.343		0.646089
6.344		0.646089
6.345		0.646089
6.346		0.646089
6.347		0.646089
6.348		0.646089
6.349		0.646089
6.35		0.646089
6.351		0.646089
6.352		0.646089
6.353		0.646089
6.354		0.646089
6.355		0.646089
6.356		0.646089
6.357		0.646089
6.358		0.646089
6.359		0.646089
6.36		0.646089
6.361		0.646089
6.362		0.646089
6.363		0.646089
6.364		0.646089
6.365		0.646089
6.366		0.646089
6.367		0.646089
6.368		0.646089
6.369		0.646089
6.37		0.646089
6.371		0.646089
6.372		0.646089
6.373		0.646089
6.374		0.646089
6.375		0.646089
6.376		0.646089
6.377		0.646089
6.378		0.646089
6.379		0.646089
6.38		0.646089
6.381		0.646089
6.382		0.646089
6.383		0.646089
6.384		0.646089
6.385		0.646089
6.386		0.646089
6.387		0.646089
6.388		0.646089
6.389		0.646089
6.39		0.646089
6.391		0.646089
6.392		0.646089
6.393		0.646089
6.394		0.646089
6.395		0.646089
6.396		0.646089
6.397		0.646089
6.398		0.646089
6.399		0.646089
6.4		0.646089
6.401		0.646089
6.402		0.646089
6.403		0.646089
6.404		0.646089
6.405		0.646089
6.406		0.646089
6.407		0.646089
6.408		0.646089
6.409		0.646089
6.41		0.646089
6.411		0.646089
6.412		0.646089
6.413		0.646089
6.414		0.646089
6.415		0.646089
6.416		0.646089
6.417		0.646089
6.418		0.646089
6.419		0.646089
6.42		0.646089
6.421		0.646089
6.422		0.646089
6.423		0.646089
6.424		0.646089
6.425		0.646089
6.426		0.646089
6.427		0.646089
6.428		0.646089
6.429		0.646089
6.43		0.646089
6.431		0.646089
6.432		0.646089
6.433		0.646089
6.434		0.646089
6.435		0.646089
6.436		0.646089
6.437		0.646089
6.438		0.646089
6.439		0.646089
6.44		0.646089
6.441		0.646089
6.442		0.646089
6.443		0.646089
6.444		0.646089
6.445		0.646089
6.446		0.646089
6.447		0.646089
6.448		0.646089
6.449		0.646089
6.45		0.646089
6.451		0.646089
6.452		0.646089
6.453		0.646089
6.454		0.646089
6.455		0.646089
6.456		0.646089
6.457		0.646089
6.458		0.646089
6.459		0.646089
6.46		0.646089
6.461		0.646089
6.462		0.646089
6.463		0.646089
6.464		0.646089
6.465		0.646089
6.466		0.646089
6.467		0.646089
6.468		0.646089
6.469		0.646089
6.47		0.646089
6.471		0.646089
6.472		0.646089
6.473		0.646089
6.474		0.646089
6.475		0.646089
6.476		0.646089
6.477		0.646089
6.478		0.646089
6.479		0.646089
6.48		0.646089
6.481		0.646089
6.482		0.646089
6.483		0.646089
6.484		0.646089
6.485		0.646089
6.486		0.646089
6.487		0.646089
6.488		0.646089
6.489		0.646089
6.49		0.646089
6.491		0.646089
6.492		0.646089
6.493		0.646089
6.494		0.646089
6.495		0.646089
6.496		0.646089
6.497		0.646089
6.498		0.646089
6.499		0.646089
6.5		0.646089
6.501		0.646089
6.502		0.646089
6.503		0.646089
6.504		0.646089
6.505		0.646089
6.506		0.646089
6.507		0.646089
6.508		0.646089
6.509		0.646089
6.51		0.646089
6.511		0.646089
6.512		0.646089
6.513		0.646089
6.514		0.646089
6.515		0.646089
6.516		0.646089
6.517		0.646089
6.518		0.646089
6.519		0.646089
6.52		0.646089
6.521		0.646089
6.522		0.646089
6.523		0.646089
6.524		0.646089
6.525		0.646089
6.526		0.646089
6.527		0.646089
6.528		0.646089
6.529		0.646089
6.53		0.646089
6.531		0.646089
6.532		0.646089
6.533		0.646089
6.534		0.646089
6.535		0.646089
6.536		0.646089
6.537		0.646089
6.538		0.646089
6.539		0.646089
6.54		0.646089
6.541		0.646089
6.542		0.646089
6.543		0.646089
6.544		0.646089
6.545		0.646089
6.546		0.646089
6.547		0.646089
6.548		0.646089
6.549		0.646089
6.55		0.646089
6.551		0.646089
6.552		0.646089
6.553		0.646089
6.554		0.646089
6.555		0.646089
6.556		0.646089
6.557		0.646089
6.558		0.646089
6.559		0.646089
6.56		0.646089
6.561		0.646089
6.562		0.646089
6.563		0.646089
6.564		0.646089
6.565		0.646089
6.566		0.646089
6.567		0.646089
6.568		0.646089
6.569		0.646089
6.57		0.646089
6.571		0.646089
6.572		0.646089
6.573		0.646089
6.574		0.646089
6.575		0.646089
6.576		0.646089
6.577		0.646089
6.578		0.646089
6.579		0.646089
6.58		0.646089
6.581		0.646089
6.582		0.646089
6.583		0.646089
6.584		0.646089
6.585		0.646089
6.586		0.646089
6.587		0.646089
6.588		0.646089
6.589		0.646089
6.59		0.646089
6.591		0.646089
6.592		0.646089
6.593		0.646089
6.594		0.646089
6.595		0.646089
6.596		0.646089
6.597		0.646089
6.598		0.646089
6.599		0.646089
6.6		0.646089
6.601		0.646089
6.602		0.646089
6.603		0.646089
6.604		0.646089
6.605		0.646089
6.606		0.646089
6.607		0.646089
6.608		0.646089
6.609		0.646089
6.61		0.646089
6.611		0.646089
6.612		0.646089
6.613		0.646089
6.614		0.646089
6.615		0.646089
6.616		0.646089
6.617		0.646089
6.618		0.646089
6.619		0.646089
6.62		0.646089
6.621		0.646089
6.622		0.646089
6.623		0.646089
6.624		0.646089
6.625		0.646089
6.626		0.646089
6.627		0.646089
6.628		0.646089
6.629		0.646089
6.63		0.646089
6.631		0.646089
6.632		0.646089
6.633		0.646089
6.634		0.646089
6.635		0.646089
6.636		0.646089
6.637		0.646089
6.638		0.646089
6.639		0.646089
6.64		0.646089
6.641		0.646089
6.642		0.646089
6.643		0.646089
6.644		0.646089
6.645		0.646089
6.646		0.646089
6.647		0.646089
6.648		0.646089
6.649		0.646089
6.65		0.646089
6.651		0.646089
6.652		0.646089
6.653		0.646089
6.654		0.646089
6.655		0.646089
6.656		0.646089
6.657		0.646089
6.658		0.646089
6.659		0.646089
6.66		0.646089
6.661		0.646089
6.662		0.646089
6.663		0.646089
6.664		0.646089
6.665		0.646089
6.666		0.646089
6.667		0.646089
6.668		0.646089
6.669		0.646089
6.67		0.646089
6.671		0.646089
6.672		0.646089
6.673		0.646089
6.674		0.646089
6.675		0.646089
6.676		0.646089
6.677		0.646089
6.678		0.646089
6.679		0.646089
6.68		0.646089
6.681		0.646089
6.682		0.646089
6.683		0.646089
6.684		0.646089
6.685		0.646089
6.686		0.646089
6.687		0.646089
6.688		0.646089
6.689		0.646089
6.69		0.646089
6.691		0.646089
6.692		0.646089
6.693		0.646089
6.694		0.646089
6.695		0.646089
6.696		0.646089
6.697		0.646089
6.698		0.646089
6.699		0.646089
6.7		0.646089
6.701		0.646089
6.702		0.646089
6.703		0.646089
6.704		0.646089
6.705		0.646089
6.706		0.646089
6.707		0.646089
6.708		0.646089
6.709		0.646089
6.71		0.646089
6.711		0.646089
6.712		0.646089
6.713		0.646089
6.714		0.646089
6.715		0.646089
6.716		0.646089
6.717		0.646089
6.718		0.646089
6.719		0.646089
6.72		0.646089
6.721		0.646089
6.722		0.646089
6.723		0.646089
6.724		0.646089
6.725		0.646089
6.726		0.646089
6.727		0.646089
6.728		0.646089
6.729		0.646089
6.73		0.646089
6.731		0.646089
6.732		0.646089
6.733		0.646089
6.734		0.646089
6.735		0.646089
6.736		0.646089
6.737		0.646089
6.738		0.646089
6.739		0.646089
6.74		0.646089
6.741		0.646089
6.742		0.646089
6.743		0.646089
6.744		0.646089
6.745		0.646089
6.746		0.646089
6.747		0.646089
6.748		0.646089
6.749		0.646089
6.75		0.646089
6.751		0.646089
6.752		0.646089
6.753		0.646089
6.754		0.646089
6.755		0.646089
6.756		0.646089
6.757		0.646089
6.758		0.646089
6.759		0.646089
6.76		0.646089
6.761		0.646089
6.762		0.646089
6.763		0.646089
6.764		0.646089
6.765		0.646089
6.766		0.646089
6.767		0.646089
6.768		0.646089
6.769		0.646089
6.77		0.646089
6.771		0.646089
6.772		0.646089
6.773		0.646089
6.774		0.646089
6.775		0.646089
6.776		0.646089
6.777		0.646089
6.778		0.646089
6.779		0.646089
6.78		0.646089
6.781		0.646089
6.782		0.646089
6.783		0.646089
6.784		0.646089
6.785		0.646089
6.786		0.646089
6.787		0.646089
6.788		0.646089
6.789		0.646089
6.79		0.646089
6.791		0.646089
6.792		0.646089
6.793		0.646089
6.794		0.646089
6.795		0.646089
6.796		0.646089
6.797		0.646089
6.798		0.646089
6.799		0.646089
6.8		0.646089
6.801		0.646089
6.802		0.646089
6.803		0.646089
6.804		0.646089
6.805		0.646089
6.806		0.646089
6.807		0.646089
6.808		0.646089
6.809		0.646089
6.81		0.646089
6.811		0.646089
6.812		0.646089
6.813		0.646089
6.814		0.646089
6.815		0.646089
6.816		0.646089
6.817		0.646089
6.818		0.646089
6.819		0.646089
6.82		0.646089
6.821		0.646089
6.822		0.646089
6.823		0.646089
6.824		0.646089
6.825		0.646089
6.826		0.646089
6.827		0.646089
6.828		0.646089
6.829		0.646089
6.83		0.646089
6.831		0.646089
6.832		0.646089
6.833		0.646089
6.834		0.646089
6.835		0.646089
6.836		0.646089
6.837		0.646089
6.838		0.646089
6.839		0.646089
6.84		0.646089
6.841		0.646089
6.842		0.646089
6.843		0.646089
6.844		0.646089
6.845		0.646089
6.846		0.646089
6.847		0.646089
6.848		0.646089
6.849		0.646089
6.85		0.646089
6.851		0.646089
6.852		0.646089
6.853		0.646089
6.854		0.646089
6.855		0.646089
6.856		0.646089
6.857		0.646089
6.858		0.646089
6.859		0.646089
6.86		0.646089
6.861		0.646089
6.862		0.646089
6.863		0.646089
6.864		0.646089
6.865		0.646089
6.866		0.646089
6.867		0.646089
6.868		0.646089
6.869		0.646089
6.87		0.646089
6.871		0.646089
6.872		0.646089
6.873		0.646089
6.874		0.646089
6.875		0.646089
6.876		0.646089
6.877		0.646089
6.878		0.646089
6.879		0.646089
6.88		0.646089
6.881		0.646089
6.882		0.646089
6.883		0.646089
6.884		0.646089
6.885		0.646089
6.886		0.646089
6.887		0.646089
6.888		0.646089
6.889		0.646089
6.89		0.646089
6.891		0.646089
6.892		0.646089
6.893		0.646089
6.894		0.646089
6.895		0.646089
6.896		0.646089
6.897		0.646089
6.898		0.646089
6.899		0.646089
6.9		0.646089
6.901		0.646089
6.902		0.646089
6.903		0.646089
6.904		0.646089
6.905		0.646089
6.906		0.646089
6.907		0.646089
6.908		0.646089
6.909		0.646089
6.91		0.646089
6.911		0.646089
6.912		0.646089
6.913		0.646089
6.914		0.646089
6.915		0.646089
6.916		0.646089
6.917		0.646089
6.918		0.646089
6.919		0.646089
6.92		0.646089
6.921		0.646089
6.922		0.646089
6.923		0.646089
6.924		0.646089
6.925		0.646089
6.926		0.646089
6.927		0.646089
6.928		0.646089
6.929		0.646089
6.93		0.646089
6.931		0.646089
6.932		0.646089
6.933		0.646089
6.934		0.646089
6.935		0.646089
6.936		0.646089
6.937		0.646089
6.938		0.646089
6.939		0.646089
6.94		0.646089
6.941		0.646089
6.942		0.646089
6.943		0.646089
6.944		0.646089
6.945		0.646089
6.946		0.646089
6.947		0.646089
6.948		0.646089
6.949		0.646089
6.95		0.646089
6.951		0.646089
6.952		0.646089
6.953		0.646089
6.954		0.646089
6.955		0.646089
6.956		0.646089
6.957		0.646089
6.958		0.646089
6.959		0.646089
6.96		0.646089
6.961		0.646089
6.962		0.646089
6.963		0.646089
6.964		0.646089
6.965		0.646089
6.966		0.646089
6.967		0.646089
6.968		0.646089
6.969		0.646089
6.97		0.646089
6.971		0.646089
6.972		0.646089
6.973		0.646089
6.974		0.646089
6.975		0.646089
6.976		0.646089
6.977		0.646089
6.978		0.646089
6.979		0.646089
6.98		0.646089
6.981		0.646089
6.982		0.646089
6.983		0.646089
6.984		0.646089
6.985		0.646089
6.986		0.646089
6.987		0.646089
6.988		0.646089
6.989		0.646089
6.99		0.646089
6.991		0.646089
6.992		0.646089
6.993		0.646089
6.994		0.646089
6.995		0.646089
6.996		0.646089
6.997		0.646089
6.998		0.646089
6.999		0.646089
7		0.646089
7.001		0.646089
7.002		0.646089
7.003		0.646089
7.004		0.646089
7.005		0.646089
7.006		0.646089
7.007		0.646089
7.008		0.646089
7.009		0.646089
7.01		0.646089
7.011		0.646089
7.012		0.646089
7.013		0.646089
7.014		0.646089
7.015		0.646089
7.016		0.646089
7.017		0.646089
7.018		0.646089
7.019		0.646089
7.02		0.646089
7.021		0.646089
7.022		0.646089
7.023		0.646089
7.024		0.646089
7.025		0.646089
7.026		0.646089
7.027		0.646089
7.028		0.646089
7.029		0.646089
7.03		0.646089
7.031		0.646089
7.032		0.646089
7.033		0.646089
7.034		0.646089
7.035		0.646089
7.036		0.646089
7.037		0.646089
7.038		0.646089
7.039		0.646089
7.04		0.646089
7.041		0.646089
7.042		0.646089
7.043		0.646089
7.044		0.646089
7.045		0.646089
7.046		0.646089
7.047		0.646089
7.048		0.646089
7.049		0.646089
7.05		0.646089
7.051		0.646089
7.052		0.646089
7.053		0.646089
7.054		0.646089
7.055		0.646089
7.056		0.646089
7.057		0.646089
7.058		0.646089
7.059		0.646089
7.06		0.646089
7.061		0.646089
7.062		0.646089
7.063		0.646089
7.064		0.646089
7.065		0.646089
7.066		0.646089
7.067		0.646089
7.068		0.646089
7.069		0.646089
7.07		0.646089
7.071		0.646089
7.072		0.646089
7.073		0.646089
7.074		0.646089
7.075		0.646089
7.076		0.646089
7.077		0.646089
7.078		0.646089
7.079		0.646089
7.08		0.646089
7.081		0.646089
7.082		0.646089
7.083		0.646089
7.084		0.646089
7.085		0.646089
7.086		0.646089
7.087		0.646089
7.088		0.646089
7.089		0.646089
7.09		0.646089
7.091		0.646089
7.092		0.646089
7.093		0.646089
7.094		0.646089
7.095		0.646089
7.096		0.646089
7.097		0.646089
7.098		0.646089
7.099		0.646089
7.1		0.646089
7.101		0.646089
7.102		0.646089
7.103		0.646089
7.104		0.646089
7.105		0.646089
7.106		0.646089
7.107		0.646089
7.108		0.646089
7.109		0.646089
7.11		0.646089
7.111		0.646089
7.112		0.646089
7.113		0.646089
7.114		0.646089
7.115		0.646089
7.116		0.646089
7.117		0.646089
7.118		0.646089
7.119		0.646089
7.12		0.646089
7.121		0.646089
7.122		0.646089
7.123		0.646089
7.124		0.646089
7.125		0.646089
7.126		0.646089
7.127		0.646089
7.128		0.646089
7.129		0.646089
7.13		0.646089
7.131		0.646089
7.132		0.646089
7.133		0.646089
7.134		0.646089
7.135		0.646089
7.136		0.646089
7.137		0.646089
7.138		0.646089
7.139		0.646089
7.14		0.646089
7.141		0.646089
7.142		0.646089
7.143		0.646089
7.144		0.646089
7.145		0.646089
7.146		0.646089
7.147		0.646089
7.148		0.646089
7.149		0.646089
7.15		0.646089
7.151		0.646089
7.152		0.646089
7.153		0.646089
7.154		0.646089
7.155		0.646089
7.156		0.646089
7.157		0.646089
7.158		0.646089
7.159		0.646089
7.16		0.646089
7.161		0.646089
7.162		0.646089
7.163		0.646089
7.164		0.646089
7.165		0.646089
7.166		0.646089
7.167		0.646089
7.168		0.646089
7.169		0.646089
7.17		0.646089
7.171		0.646089
7.172		0.646089
7.173		0.646089
7.174		0.646089
7.175		0.646089
7.176		0.646089
7.177		0.646089
7.178		0.646089
7.179		0.646089
7.18		0.646089
7.181		0.646089
7.182		0.646089
7.183		0.646089
7.184		0.646089
7.185		0.646089
7.186		0.646089
7.187		0.646089
7.188		0.646089
7.189		0.646089
7.19		0.646089
7.191		0.646089
7.192		0.646089
7.193		0.646089
7.194		0.646089
7.195		0.646089
7.196		0.646089
7.197		0.646089
7.198		0.646089
7.199		0.646089
7.2		0.646089
7.201		0.646089
7.202		0.646089
7.203		0.646089
7.204		0.646089
7.205		0.646089
7.206		0.646089
7.207		0.646089
7.208		0.646089
7.209		0.646089
7.21		0.646089
7.211		0.646089
7.212		0.646089
7.213		0.646089
7.214		0.646089
7.215		0.646089
7.216		0.646089
7.217		0.646089
7.218		0.646089
7.219		0.646089
7.22		0.646089
7.221		0.646089
7.222		0.646089
7.223		0.646089
7.224		0.646089
7.225		0.646089
7.226		0.646089
7.227		0.646089
7.228		0.646089
7.229		0.646089
7.23		0.646089
7.231		0.646089
7.232		0.646089
7.233		0.646089
7.234		0.646089
7.235		0.646089
7.236		0.646089
7.237		0.646089
7.238		0.646089
7.239		0.646089
7.24		0.646089
7.241		0.646089
7.242		0.646089
7.243		0.646089
7.244		0.646089
7.245		0.646089
7.246		0.646089
7.247		0.646089
7.248		0.646089
7.249		0.646089
7.25		0.646089
7.251		0.646089
7.252		0.646089
7.253		0.646089
7.254		0.646089
7.255		0.646089
7.256		0.646089
7.257		0.646089
7.258		0.646089
7.259		0.646089
7.26		0.646089
7.261		0.646089
7.262		0.646089
7.263		0.646089
7.264		0.646089
7.265		0.646089
7.266		0.646089
7.267		0.646089
7.268		0.646089
7.269		0.646089
7.27		0.646089
7.271		0.646089
7.272		0.646089
7.273		0.646089
7.274		0.646089
7.275		0.646089
7.276		0.646089
7.277		0.646089
7.278		0.646089
7.279		0.646089
7.28		0.646089
7.281		0.646089
7.282		0.646089
7.283		0.646089
7.284		0.646089
7.285		0.646089
7.286		0.646089
7.287		0.646089
7.288		0.646089
7.289		0.646089
7.29		0.646089
7.291		0.646089
7.292		0.646089
7.293		0.646089
7.294		0.646089
7.295		0.646089
7.296		0.646089
7.297		0.646089
7.298		0.646089
7.299		0.646089
7.3		0.646089
7.301		0.646089
7.302		0.646089
7.303		0.646089
7.304		0.646089
7.305		0.646089
7.306		0.646089
7.307		0.646089
7.308		0.646089
7.309		0.646089
7.31		0.646089
7.311		0.646089
7.312		0.646089
7.313		0.646089
7.314		0.646089
7.315		0.646089
7.316		0.646089
7.317		0.646089
7.318		0.646089
7.319		0.646089
7.32		0.646089
7.321		0.646089
7.322		0.646089
7.323		0.646089
7.324		0.646089
7.325		0.646089
7.326		0.646089
7.327		0.646089
7.328		0.646089
7.329		0.646089
7.33		0.646089
7.331		0.646089
7.332		0.646089
7.333		0.646089
7.334		0.646089
7.335		0.646089
7.336		0.646089
7.337		0.646089
7.338		0.646089
7.339		0.646089
7.34		0.646089
7.341		0.646089
7.342		0.646089
7.343		0.646089
7.344		0.646089
7.345		0.646089
7.346		0.646089
7.347		0.646089
7.348		0.646089
7.349		0.646089
7.35		0.646089
7.351		0.646089
7.352		0.646089
7.353		0.646089
7.354		0.646089
7.355		0.646089
7.356		0.646089
7.357		0.646089
7.358		0.646089
7.359		0.646089
7.36		0.646089
7.361		0.646089
7.362		0.646089
7.363		0.646089
7.364		0.646089
7.365		0.646089
7.366		0.646089
7.367		0.646089
7.368		0.646089
7.369		0.646089
7.37		0.646089
7.371		0.646089
7.372		0.646089
7.373		0.646089
7.374		0.646089
7.375		0.646089
7.376		0.646089
7.377		0.646089
7.378		0.646089
7.379		0.646089
7.38		0.646089
7.381		0.646089
7.382		0.646089
7.383		0.646089
7.384		0.646089
7.385		0.646089
7.386		0.646089
7.387		0.646089
7.388		0.646089
7.389		0.646089
7.39		0.646089
7.391		0.646089
7.392		0.646089
7.393		0.646089
7.394		0.646089
7.395		0.646089
7.396		0.646089
7.397		0.646089
7.398		0.646089
7.399		0.646089
7.4		0.646089
7.401		0.646089
7.402		0.646089
7.403		0.646089
7.404		0.646089
7.405		0.646089
7.406		0.646089
7.407		0.646089
7.408		0.646089
7.409		0.646089
7.41		0.646089
7.411		0.646089
7.412		0.646089
7.413		0.646089
7.414		0.646089
7.415		0.646089
7.416		0.646089
7.417		0.646089
7.418		0.646089
7.419		0.646089
7.42		0.646089
7.421		0.646089
7.422		0.646089
7.423		0.646089
7.424		0.646089
7.425		0.646089
7.426		0.646089
7.427		0.646089
7.428		0.646089
7.429		0.646089
7.43		0.646089
7.431		0.646089
7.432		0.646089
7.433		0.646089
7.434		0.646089
7.435		0.646089
7.436		0.646089
7.437		0.646089
7.438		0.646089
7.439		0.646089
7.44		0.646089
7.441		0.646089
7.442		0.646089
7.443		0.646089
7.444		0.646089
7.445		0.646089
7.446		0.646089
7.447		0.646089
7.448		0.646089
7.449		0.646089
7.45		0.646089
7.451		0.646089
7.452		0.646089
7.453		0.646089
7.454		0.646089
7.455		0.646089
7.456		0.646089
7.457		0.646089
7.458		0.646089
7.459		0.646089
7.46		0.646089
7.461		0.646089
7.462		0.646089
7.463		0.646089
7.464		0.646089
7.465		0.646089
7.466		0.646089
7.467		0.646089
7.468		0.646089
7.469		0.646089
7.47		0.646089
7.471		0.646089
7.472		0.646089
7.473		0.646089
7.474		0.646089
7.475		0.646089
7.476		0.646089
7.477		0.646089
7.478		0.646089
7.479		0.646089
7.48		0.646089
7.481		0.646089
7.482		0.646089
7.483		0.646089
7.484		0.646089
7.485		0.646089
7.486		0.646089
7.487		0.646089
7.488		0.646089
7.489		0.646089
7.49		0.646089
7.491		0.646089
7.492		0.646089
7.493		0.646089
7.494		0.646089
7.495		0.646089
7.496		0.646089
7.497		0.646089
7.498		0.646089
7.499		0.646089
7.5		0.646089
7.501		0.646089
7.502		0.646089
7.503		0.646089
7.504		0.646089
7.505		0.646089
7.506		0.646089
7.507		0.646089
7.508		0.646089
7.509		0.646089
7.51		0.646089
7.511		0.646089
7.512		0.646089
7.513		0.646089
7.514		0.646089
7.515		0.646089
7.516		0.646089
7.517		0.646089
7.518		0.646089
7.519		0.646089
7.52		0.646089
7.521		0.646089
7.522		0.646089
7.523		0.646089
7.524		0.646089
7.525		0.646089
7.526		0.646089
7.527		0.646089
7.528		0.646089
7.529		0.646089
7.53		0.646089
7.531		0.646089
7.532		0.646089
7.533		0.646089
7.534		0.646089
7.535		0.646089
7.536		0.646089
7.537		0.646089
7.538		0.646089
7.539		0.646089
7.54		0.646089
7.541		0.646089
7.542		0.646089
7.543		0.646089
7.544		0.646089
7.545		0.646089
7.546		0.646089
7.547		0.646089
7.548		0.646089
7.549		0.646089
7.55		0.646089
7.551		0.646089
7.552		0.646089
7.553		0.646089
7.554		0.646089
7.555		0.646089
7.556		0.646089
7.557		0.646089
7.558		0.646089
7.559		0.646089
7.56		0.646089
7.561		0.646089
7.562		0.646089
7.563		0.646089
7.564		0.646089
7.565		0.646089
7.566		0.646089
7.567		0.646089
7.568		0.646089
7.569		0.646089
7.57		0.646089
7.571		0.646089
7.572		0.646089
7.573		0.646089
7.574		0.646089
7.575		0.646089
7.576		0.646089
7.577		0.646089
7.578		0.646089
7.579		0.646089
7.58		0.646089
7.581		0.646089
7.582		0.646089
7.583		0.646089
7.584		0.646089
7.585		0.646089
7.586		0.646089
7.587		0.646089
7.588		0.646089
7.589		0.646089
7.59		0.646089
7.591		0.646089
7.592		0.646089
7.593		0.646089
7.594		0.646089
7.595		0.646089
7.596		0.646089
7.597		0.646089
7.598		0.646089
7.599		0.646089
7.6		0.646089
7.601		0.646089
7.602		0.646089
7.603		0.646089
7.604		0.646089
7.605		0.646089
7.606		0.646089
7.607		0.646089
7.608		0.646089
7.609		0.646089
7.61		0.646089
7.611		0.646089
7.612		0.646089
7.613		0.646089
7.614		0.646089
7.615		0.646089
7.616		0.646089
7.617		0.646089
7.618		0.646089
7.619		0.646089
7.62		0.646089
7.621		0.646089
7.622		0.646089
7.623		0.646089
7.624		0.646089
7.625		0.646089
7.626		0.646089
7.627		0.646089
7.628		0.646089
7.629		0.646089
7.63		0.646089
7.631		0.646089
7.632		0.646089
7.633		0.646089
7.634		0.646089
7.635		0.646089
7.636		0.646089
7.637		0.646089
7.638		0.646089
7.639		0.646089
7.64		0.646089
7.641		0.646089
7.642		0.646089
7.643		0.646089
7.644		0.646089
7.645		0.646089
7.646		0.646089
7.647		0.646089
7.648		0.646089
7.649		0.646089
7.65		0.646089
7.651		0.646089
7.652		0.646089
7.653		0.646089
7.654		0.646089
7.655		0.646089
7.656		0.646089
7.657		0.646089
7.658		0.646089
7.659		0.646089
7.66		0.646089
7.661		0.646089
7.662		0.646089
7.663		0.646089
7.664		0.646089
7.665		0.646089
7.666		0.646089
7.667		0.646089
7.668		0.646089
7.669		0.646089
7.67		0.646089
7.671		0.646089
7.672		0.646089
7.673		0.646089
7.674		0.646089
7.675		0.646089
7.676		0.646089
7.677		0.646089
7.678		0.646089
7.679		0.646089
7.68		0.646089
7.681		0.646089
7.682		0.646089
7.683		0.646089
7.684		0.646089
7.685		0.646089
7.686		0.646089
7.687		0.646089
7.688		0.646089
7.689		0.646089
7.69		0.646089
7.691		0.646089
7.692		0.646089
7.693		0.646089
7.694		0.646089
7.695		0.646089
7.696		0.646089
7.697		0.646089
7.698		0.646089
7.699		0.646089
7.7		0.646089
7.701		0.646089
7.702		0.646089
7.703		0.646089
7.704		0.646089
7.705		0.646089
7.706		0.646089
7.707		0.646089
7.708		0.646089
7.709		0.646089
7.71		0.646089
7.711		0.646089
7.712		0.646089
7.713		0.646089
7.714		0.646089
7.715		0.646089
7.716		0.646089
7.717		0.646089
7.718		0.646089
7.719		0.646089
7.72		0.646089
7.721		0.646089
7.722		0.646089
7.723		0.646089
7.724		0.646089
7.725		0.646089
7.726		0.646089
7.727		0.646089
7.728		0.646089
7.729		0.646089
7.73		0.646089
7.731		0.646089
7.732		0.646089
7.733		0.646089
7.734		0.646089
7.735		0.646089
7.736		0.646089
7.737		0.646089
7.738		0.646089
7.739		0.646089
7.74		0.646089
7.741		0.646089
7.742		0.646089
7.743		0.646089
7.744		0.646089
7.745		0.646089
7.746		0.646089
7.747		0.646089
7.748		0.646089
7.749		0.646089
7.75		0.646089
7.751		0.646089
